"table_name","column_name","data_type","length","precision_scale","nullable","default_value","primary_key","foreign_key","foreign_table","foreign_column","classification","approvalStatus","validation_rule"
"data_source_columns","created_by","BIGINT UNSIGNED","N/A","N/A","YES","N/A","NO","YES","user_profiles","id","P0_CORE","APPROVED","FK user_profiles.id; FOREIGN KEY to user_profiles.id"
"data_source_columns","updated_at","TIMESTAMP","N/A","N/A","YES","CURRENT_TIMESTAMP ON UPDATE CURRENT_TIMESTAMP","NO","NO","N/A","N/A","P0_CORE","APPROVED","valid timestamp"
"data_source_columns","updated_by","BIGINT UNSIGNED","N/A","N/A","YES","N/A","NO","YES","user_profiles","id","P0_CORE","APPROVED","FK user_profiles.id; FOREIGN KEY to user_profiles.id"
"data_source_columns","deleted_at","TIMESTAMP","N/A","N/A","YES","N/A","NO","NO","N/A","N/A","P0_CORE","APPROVED","valid timestamp"
"data_source_columns","deleted_by","BIGINT UNSIGNED","N/A","N/A","YES","N/A","NO","YES","user_profiles","id","P0_CORE","APPROVED","FK user_profiles.id; FOREIGN KEY to user_profiles.id"
"data_source_columns","column_name","VARCHAR","180","N/A","NO","N/A","NO","NO","N/A","N/A","P0_CORE","APPROVED","NOT NULL"
"data_source_columns","field_type","VARCHAR","40","N/A","NO","N/A","NO","NO","N/A","N/A","P0_CORE","APPROVED","NOT NULL; ENUM/CHECK; ENUM/CHECK field_type"
"data_source_columns","is_nullable","TINYINT","1","N/A","NO","1","NO","NO","N/A","N/A","P0_CORE","APPROVED","NOT NULL"
"data_source_columns","ordinal_position","INT","N/A","N/A","NO","N/A","NO","NO","N/A","N/A","P0_CORE","APPROVED","NOT NULL"
"data_source_columns","profile_json","JSON","N/A","N/A","YES","N/A","NO","NO","N/A","N/A","P0_CORE","APPROVED","JSON_VALID"
"data_source_columns","semantic_type","VARCHAR","60","N/A","YES","N/A","NO","NO","N/A","N/A","P0_CORE","APPROVED","ENUM/CHECK; ENUM/CHECK semantic_type"
"data_source_columns","source_data_type","VARCHAR","120","N/A","NO","N/A","NO","NO","N/A","N/A","P0_CORE","APPROVED","NOT NULL"
"data_source_columns","source_table_id","BIGINT UNSIGNED","N/A","N/A","NO","N/A","NO","YES","data_source_tables","id","P0_CORE","APPROVED","NOT NULL; FK data_source_tables.id; FOREIGN KEY to data_source_tables.id"
"datasets","id","BIGINT UNSIGNED","N/A","N/A","NO","N/A","YES","NO","N/A","N/A","P0_CORE","APPROVED","NOT NULL; PRIMARY KEY"
"datasets","organization_id","BIGINT UNSIGNED","N/A","N/A","NO","N/A","NO","YES","organizations","id","P0_CORE","APPROVED","NOT NULL; FK organizations.id; FOREIGN KEY to organizations.id"
"datasets","branch_id","BIGINT UNSIGNED","N/A","N/A","YES","N/A","NO","YES","branches","id","P0_CORE","APPROVED","FK branches.id; nullable for organization-level records"
"datasets","project_id","BIGINT UNSIGNED","N/A","N/A","NO","N/A","NO","YES","bi_projects","id","P0_CORE","APPROVED","NOT NULL; FK bi_projects.id; FOREIGN KEY to bi_projects.id"
"datasets","name","VARCHAR","180","N/A","NO","N/A","NO","NO","N/A","N/A","P0_CORE","APPROVED","NOT NULL"
"datasets","description","TEXT","N/A","N/A","YES","N/A","NO","NO","N/A","N/A","P0_CORE","APPROVED","N/A"
"datasets","status","VARCHAR","40","N/A","NO","active","NO","NO","N/A","N/A","P0_CORE","APPROVED","NOT NULL; ENUM/CHECK; ENUM/CHECK common_status"
"datasets","status_changed_at","DATETIME","N/A","N/A","YES","N/A","NO","NO","N/A","N/A","P0_CORE","APPROVED","Required by service when status is changed"
"datasets","status_changed_by","BIGINT UNSIGNED","N/A","N/A","YES","N/A","NO","YES","user_profiles","id","P0_CORE","APPROVED","FK user_profiles.id; set null if user profile is removed"
"datasets","is_active","TINYINT","1","N/A","NO","1","NO","NO","N/A","N/A","P0_CORE","APPROVED","NOT NULL"
"datasets","metadata_json","JSON","N/A","N/A","YES","N/A","NO","NO","N/A","N/A","P0_CORE","APPROVED","JSON_VALID"
"datasets","created_at","TIMESTAMP","N/A","N/A","NO","CURRENT_TIMESTAMP","NO","NO","N/A","N/A","P0_CORE","APPROVED","NOT NULL; valid timestamp"
"datasets","created_by","BIGINT UNSIGNED","N/A","N/A","YES","N/A","NO","YES","user_profiles","id","P0_CORE","APPROVED","FK user_profiles.id; FOREIGN KEY to user_profiles.id"
"datasets","updated_at","TIMESTAMP","N/A","N/A","YES","CURRENT_TIMESTAMP ON UPDATE CURRENT_TIMESTAMP","NO","NO","N/A","N/A","P0_CORE","APPROVED","valid timestamp"
"datasets","updated_by","BIGINT UNSIGNED","N/A","N/A","YES","N/A","NO","YES","user_profiles","id","P0_CORE","APPROVED","FK user_profiles.id; FOREIGN KEY to user_profiles.id"
"datasets","deleted_at","TIMESTAMP","N/A","N/A","YES","N/A","NO","NO","N/A","N/A","P0_CORE","APPROVED","valid timestamp"
"datasets","deleted_by","BIGINT UNSIGNED","N/A","N/A","YES","N/A","NO","YES","user_profiles","id","P0_CORE","APPROVED","FK user_profiles.id; FOREIGN KEY to user_profiles.id"
"datasets","column_count","INT","N/A","N/A","NO","0","NO","NO","N/A","N/A","P0_CORE","APPROVED","NOT NULL; non-negative where business rule applies"
"datasets","connection_id","BIGINT UNSIGNED","N/A","N/A","YES","N/A","NO","YES","data_source_connections","id","P0_CORE","APPROVED","FK data_source_connections.id; FOREIGN KEY to data_source_connections.id"
"datasets","is_builtin","TINYINT","1","N/A","NO","0","NO","NO","N/A","N/A","P0_CORE","APPROVED","NOT NULL"
"datasets","last_refreshed_at","DATETIME","N/A","N/A","YES","N/A","NO","NO","N/A","N/A","P0_CORE","APPROVED","valid timestamp"
"datasets","row_count","BIGINT","N/A","N/A","NO","0","NO","NO","N/A","N/A","P0_CORE","APPROVED","NOT NULL; non-negative where business rule applies"
"datasets","source_name","VARCHAR","240","N/A","YES","N/A","NO","NO","N/A","N/A","P0_CORE","APPROVED","N/A"
"datasets","source_type","VARCHAR","40","N/A","NO","'csv'","NO","NO","N/A","N/A","P0_CORE","APPROVED","NOT NULL; ENUM/CHECK; ENUM/CHECK source_type"
"dataset_versions","id","BIGINT UNSIGNED","N/A","N/A","NO","N/A","YES","NO","N/A","N/A","P0_CORE","APPROVED","NOT NULL; PRIMARY KEY"
"dataset_versions","organization_id","BIGINT UNSIGNED","N/A","N/A","NO","N/A","NO","YES","organizations","id","P0_CORE","APPROVED","NOT NULL; FK organizations.id; FOREIGN KEY to organizations.id"
"dataset_versions","description","TEXT","N/A","N/A","YES","N/A","NO","NO","N/A","N/A","P0_CORE","APPROVED","N/A"
"dataset_versions","status","VARCHAR","40","N/A","NO","active","NO","NO","N/A","N/A","P0_CORE","APPROVED","NOT NULL; ENUM/CHECK; ENUM/CHECK common_status"
"dataset_versions","status_changed_at","DATETIME","N/A","N/A","YES","N/A","NO","NO","N/A","N/A","P0_CORE","APPROVED","Required by service when status is changed"
"dataset_versions","status_changed_by","BIGINT UNSIGNED","N/A","N/A","YES","N/A","NO","YES","user_profiles","id","P0_CORE","APPROVED","FK user_profiles.id; set null if user profile is removed"
"dataset_versions","is_active","TINYINT","1","N/A","NO","1","NO","NO","N/A","N/A","P0_CORE","APPROVED","NOT NULL"
"dataset_versions","metadata_json","JSON","N/A","N/A","YES","N/A","NO","NO","N/A","N/A","P0_CORE","APPROVED","JSON_VALID"
"dataset_versions","created_at","TIMESTAMP","N/A","N/A","NO","CURRENT_TIMESTAMP","NO","NO","N/A","N/A","P0_CORE","APPROVED","NOT NULL; valid timestamp"
"dataset_versions","created_by","BIGINT UNSIGNED","N/A","N/A","YES","N/A","NO","YES","user_profiles","id","P0_CORE","APPROVED","FK user_profiles.id; FOREIGN KEY to user_profiles.id"
"dataset_versions","updated_at","TIMESTAMP","N/A","N/A","YES","CURRENT_TIMESTAMP ON UPDATE CURRENT_TIMESTAMP","NO","NO","N/A","N/A","P0_CORE","APPROVED","valid timestamp"
"dataset_versions","updated_by","BIGINT UNSIGNED","N/A","N/A","YES","N/A","NO","YES","user_profiles","id","P0_CORE","APPROVED","FK user_profiles.id; FOREIGN KEY to user_profiles.id"
"dataset_versions","deleted_at","TIMESTAMP","N/A","N/A","YES","N/A","NO","NO","N/A","N/A","P0_CORE","APPROVED","valid timestamp"
"dataset_versions","deleted_by","BIGINT UNSIGNED","N/A","N/A","YES","N/A","NO","YES","user_profiles","id","P0_CORE","APPROVED","FK user_profiles.id; FOREIGN KEY to user_profiles.id"
"dataset_versions","column_count","INT","N/A","N/A","NO","0","NO","NO","N/A","N/A","P0_CORE","APPROVED","NOT NULL; non-negative where business rule applies"
"dataset_versions","dataset_id","BIGINT UNSIGNED","N/A","N/A","NO","N/A","NO","YES","datasets","id","P0_CORE","APPROVED","NOT NULL; FK datasets.id; FOREIGN KEY to datasets.id"
"dataset_versions","row_count","BIGINT","N/A","N/A","NO","0","NO","NO","N/A","N/A","P0_CORE","APPROVED","NOT NULL; non-negative where business rule applies"
"dataset_versions","schema_snapshot_json","JSON","N/A","N/A","NO","N/A","NO","NO","N/A","N/A","P0_CORE","APPROVED","NOT NULL; JSON_VALID"
"dataset_versions","source_file_id","BIGINT UNSIGNED","N/A","N/A","YES","N/A","NO","YES","files","id","P0_CORE","APPROVED","FK files.id; FOREIGN KEY to files.id"
"dataset_versions","version_no","INT","N/A","N/A","NO","N/A","NO","NO","N/A","N/A","P0_CORE","APPROVED","NOT NULL"
"dataset_fields","id","BIGINT UNSIGNED","N/A","N/A","NO","N/A","YES","NO","N/A","N/A","P0_CORE","APPROVED","NOT NULL; PRIMARY KEY"
"dataset_fields","organization_id","BIGINT UNSIGNED","N/A","N/A","NO","N/A","NO","YES","organizations","id","P0_CORE","APPROVED","NOT NULL; FK organizations.id; FOREIGN KEY to organizations.id"
"dataset_fields","description","TEXT","N/A","N/A","YES","N/A","NO","NO","N/A","N/A","P0_CORE","APPROVED","N/A"
"dataset_fields","status","VARCHAR","40","N/A","NO","active","NO","NO","N/A","N/A","P0_CORE","APPROVED","NOT NULL; ENUM/CHECK; ENUM/CHECK common_status"
"dataset_fields","status_changed_at","DATETIME","N/A","N/A","YES","N/A","NO","NO","N/A","N/A","P0_CORE","APPROVED","Required by service when status is changed"
"dataset_fields","status_changed_by","BIGINT UNSIGNED","N/A","N/A","YES","N/A","NO","YES","user_profiles","id","P0_CORE","APPROVED","FK user_profiles.id; set null if user profile is removed"
"dataset_fields","is_active","TINYINT","1","N/A","NO","1","NO","NO","N/A","N/A","P0_CORE","APPROVED","NOT NULL"
"dataset_fields","created_at","TIMESTAMP","N/A","N/A","NO","CURRENT_TIMESTAMP","NO","NO","N/A","N/A","P0_CORE","APPROVED","NOT NULL; valid timestamp"
"dataset_fields","created_by","BIGINT UNSIGNED","N/A","N/A","YES","N/A","NO","YES","user_profiles","id","P0_CORE","APPROVED","FK user_profiles.id; FOREIGN KEY to user_profiles.id"
"dataset_fields","updated_at","TIMESTAMP","N/A","N/A","YES","CURRENT_TIMESTAMP ON UPDATE CURRENT_TIMESTAMP","NO","NO","N/A","N/A","P0_CORE","APPROVED","valid timestamp"
"dataset_fields","updated_by","BIGINT UNSIGNED","N/A","N/A","YES","N/A","NO","YES","user_profiles","id","P0_CORE","APPROVED","FK user_profiles.id; FOREIGN KEY to user_profiles.id"
"dataset_fields","deleted_at","TIMESTAMP","N/A","N/A","YES","N/A","NO","NO","N/A","N/A","P0_CORE","APPROVED","valid timestamp"
"dataset_fields","deleted_by","BIGINT UNSIGNED","N/A","N/A","YES","N/A","NO","YES","user_profiles","id","P0_CORE","APPROVED","FK user_profiles.id; FOREIGN KEY to user_profiles.id"
"dataset_fields","dataset_id","BIGINT UNSIGNED","N/A","N/A","NO","N/A","NO","YES","datasets","id","P0_CORE","APPROVED","NOT NULL; FK datasets.id; FOREIGN KEY to datasets.id"
"dataset_fields","default_aggregation","VARCHAR","40","N/A","YES","N/A","NO","NO","N/A","N/A","P0_CORE","APPROVED","ENUM/CHECK; ENUM/CHECK aggregation_type"
"dataset_fields","field_name","VARCHAR","180","N/A","NO","N/A","NO","NO","N/A","N/A","P0_CORE","APPROVED","NOT NULL"
"dataset_fields","field_type","VARCHAR","40","N/A","NO","N/A","NO","NO","N/A","N/A","P0_CORE","APPROVED","NOT NULL; ENUM/CHECK; ENUM/CHECK field_type"
"dataset_fields","is_dimension","TINYINT","1","N/A","NO","1","NO","NO","N/A","N/A","P0_CORE","APPROVED","NOT NULL"
"dataset_fields","is_measure","TINYINT","1","N/A","NO","0","NO","NO","N/A","N/A","P0_CORE","APPROVED","NOT NULL"
"dataset_fields","label","VARCHAR","180","N/A","YES","N/A","NO","NO","N/A","N/A","P0_CORE","APPROVED","N/A"
"dataset_fields","ordinal_position","INT","N/A","N/A","NO","0","NO","NO","N/A","N/A","P0_CORE","APPROVED","NOT NULL"
"dataset_fields","sample_values_json","JSON","N/A","N/A","YES","N/A","NO","NO","N/A","N/A","P0_CORE","APPROVED","JSON_VALID"
"dataset_fields","semantic_type","VARCHAR","60","N/A","YES","N/A","NO","NO","N/A","N/A","P0_CORE","APPROVED","ENUM/CHECK; ENUM/CHECK semantic_type"
"dataset_rows","id","BIGINT UNSIGNED","N/A","N/A","NO","N/A","YES","NO","N/A","N/A","P0_CORE","APPROVED","NOT NULL; PRIMARY KEY"
"dataset_rows","organization_id","BIGINT UNSIGNED","N/A","N/A","NO","N/A","NO","YES","organizations","id","P0_CORE","APPROVED","NOT NULL; FK organizations.id; FOREIGN KEY to organizations.id"
"dataset_rows","description","TEXT","N/A","N/A","YES","N/A","NO","NO","N/A","N/A","P0_CORE","APPROVED","N/A"
"dataset_rows","status","VARCHAR","40","N/A","NO","active","NO","NO","N/A","N/A","P0_CORE","APPROVED","NOT NULL; ENUM/CHECK; ENUM/CHECK common_status"
"dataset_rows","status_changed_at","DATETIME","N/A","N/A","YES","N/A","NO","NO","N/A","N/A","P0_CORE","APPROVED","Required by service when status is changed"
"dataset_rows","status_changed_by","BIGINT UNSIGNED","N/A","N/A","YES","N/A","NO","YES","user_profiles","id","P0_CORE","APPROVED","FK user_profiles.id; set null if user profile is removed"
"dataset_rows","is_active","TINYINT","1","N/A","NO","1","NO","NO","N/A","N/A","P0_CORE","APPROVED","NOT NULL"
"dataset_rows","created_at","TIMESTAMP","N/A","N/A","NO","CURRENT_TIMESTAMP","NO","NO","N/A","N/A","P0_CORE","APPROVED","NOT NULL; valid timestamp"
"dataset_rows","created_by","BIGINT UNSIGNED","N/A","N/A","YES","N/A","NO","YES","user_profiles","id","P0_CORE","APPROVED","FK user_profiles.id; FOREIGN KEY to user_profiles.id"
"dataset_rows","updated_at","TIMESTAMP","N/A","N/A","YES","CURRENT_TIMESTAMP ON UPDATE CURRENT_TIMESTAMP","NO","NO","N/A","N/A","P0_CORE","APPROVED","valid timestamp"
"dataset_rows","updated_by","BIGINT UNSIGNED","N/A","N/A","YES","N/A","NO","YES","user_profiles","id","P0_CORE","APPROVED","FK user_profiles.id; FOREIGN KEY to user_profiles.id"
"dataset_rows","dataset_id","BIGINT UNSIGNED","N/A","N/A","NO","N/A","NO","YES","datasets","id","P0_CORE","APPROVED","NOT NULL; FK datasets.id; FOREIGN KEY to datasets.id"
"dataset_rows","dataset_version_id","BIGINT UNSIGNED","N/A","N/A","YES","N/A","NO","YES","dataset_versions","id","P0_CORE","APPROVED","FK dataset_versions.id; FOREIGN KEY to dataset_versions.id"
"dataset_rows","row_hash","VARCHAR","128","N/A","YES","N/A","NO","NO","N/A","N/A","P0_CORE","APPROVED","N/A"
"dataset_rows","row_json","JSON","N/A","N/A","NO","N/A","NO","NO","N/A","N/A","P0_CORE","APPROVED","NOT NULL; JSON_VALID"
"dataset_rows","row_number","BIGINT","N/A","N/A","NO","N/A","NO","NO","N/A","N/A","P0_CORE","APPROVED","NOT NULL"
"dataset_statistics","id","BIGINT UNSIGNED","N/A","N/A","NO","N/A","YES","NO","N/A","N/A","P0_CORE","APPROVED","NOT NULL; PRIMARY KEY"
"dataset_statistics","organization_id","BIGINT UNSIGNED","N/A","N/A","NO","N/A","NO","YES","organizations","id","P0_CORE","APPROVED","NOT NULL; FK organizations.id; FOREIGN KEY to organizations.id"
"dataset_statistics","description","TEXT","N/A","N/A","YES","N/A","NO","NO","N/A","N/A","P0_CORE","APPROVED","N/A"
"dataset_statistics","status","VARCHAR","40","N/A","NO","active","NO","NO","N/A","N/A","P0_CORE","APPROVED","NOT NULL; ENUM/CHECK; ENUM/CHECK common_status"
"dataset_statistics","status_changed_at","DATETIME","N/A","N/A","YES","N/A","NO","NO","N/A","N/A","P0_CORE","APPROVED","Required by service when status is changed"
"dataset_statistics","status_changed_by","BIGINT UNSIGNED","N/A","N/A","YES","N/A","NO","YES","user_profiles","id","P0_CORE","APPROVED","FK user_profiles.id; set null if user profile is removed"
"dataset_statistics","is_active","TINYINT","1","N/A","NO","1","NO","NO","N/A","N/A","P0_CORE","APPROVED","NOT NULL"
"dataset_statistics","metadata_json","JSON","N/A","N/A","YES","N/A","NO","NO","N/A","N/A","P0_CORE","APPROVED","JSON_VALID"
"dataset_statistics","created_at","TIMESTAMP","N/A","N/A","NO","CURRENT_TIMESTAMP","NO","NO","N/A","N/A","P0_CORE","APPROVED","NOT NULL; valid timestamp"
"dataset_statistics","created_by","BIGINT UNSIGNED","N/A","N/A","YES","N/A","NO","YES","user_profiles","id","P0_CORE","APPROVED","FK user_profiles.id; FOREIGN KEY to user_profiles.id"
"dataset_statistics","updated_at","TIMESTAMP","N/A","N/A","YES","CURRENT_TIMESTAMP ON UPDATE CURRENT_TIMESTAMP","NO","NO","N/A","N/A","P0_CORE","APPROVED","valid timestamp"
"dataset_statistics","updated_by","BIGINT UNSIGNED","N/A","N/A","YES","N/A","NO","YES","user_profiles","id","P0_CORE","APPROVED","FK user_profiles.id; FOREIGN KEY to user_profiles.id"
"dataset_statistics","deleted_at","TIMESTAMP","N/A","N/A","YES","N/A","NO","NO","N/A","N/A","P0_CORE","APPROVED","valid timestamp"
"dataset_statistics","deleted_by","BIGINT UNSIGNED","N/A","N/A","YES","N/A","NO","YES","user_profiles","id","P0_CORE","APPROVED","FK user_profiles.id; FOREIGN KEY to user_profiles.id"
"dataset_statistics","average_numeric","DECIMAL","N/A","18,4","YES","N/A","NO","NO","N/A","N/A","P0_CORE","APPROVED","N/A"
"dataset_statistics","dataset_field_id","BIGINT UNSIGNED","N/A","N/A","NO","N/A","NO","YES","dataset_fields","id","P0_CORE","APPROVED","NOT NULL; FK dataset_fields.id; FOREIGN KEY to dataset_fields.id"
"dataset_statistics","dataset_id","BIGINT UNSIGNED","N/A","N/A","NO","N/A","NO","YES","datasets","id","P0_CORE","APPROVED","NOT NULL; FK datasets.id; FOREIGN KEY to datasets.id"
"dataset_statistics","max_numeric","DECIMAL","N/A","18,4","YES","N/A","NO","NO","N/A","N/A","P0_CORE","APPROVED","N/A"
"dataset_statistics","min_numeric","DECIMAL","N/A","18,4","YES","N/A","NO","NO","N/A","N/A","P0_CORE","APPROVED","N/A"
"dataset_statistics","non_empty_count","BIGINT","N/A","N/A","YES","N/A","NO","NO","N/A","N/A","P0_CORE","APPROVED","non-negative where business rule applies"
"dataset_statistics","profile_json","JSON","N/A","N/A","YES","N/A","NO","NO","N/A","N/A","P0_CORE","APPROVED","JSON_VALID"
"dataset_statistics","unique_count","BIGINT","N/A","N/A","YES","N/A","NO","NO","N/A","N/A","P0_CORE","APPROVED","non-negative where business rule applies"
"dataset_validation_results","id","BIGINT UNSIGNED","N/A","N/A","NO","N/A","YES","NO","N/A","N/A","P0_CORE","APPROVED","NOT NULL; PRIMARY KEY"
"dataset_validation_results","organization_id","BIGINT UNSIGNED","N/A","N/A","NO","N/A","NO","YES","organizations","id","P0_CORE","APPROVED","NOT NULL; FK organizations.id; FOREIGN KEY to organizations.id"
"dataset_validation_results","description","TEXT","N/A","N/A","YES","N/A","NO","NO","N/A","N/A","P0_CORE","APPROVED","N/A"
"dataset_validation_results","status","VARCHAR","40","N/A","NO","warning","NO","NO","N/A","N/A","P0_CORE","APPROVED","NOT NULL; ENUM/CHECK; ENUM/CHECK severity_level"
"dataset_validation_results","status_changed_at","DATETIME","N/A","N/A","YES","N/A","NO","NO","N/A","N/A","P0_CORE","APPROVED","Required by service when status is changed"
"dataset_validation_results","status_changed_by","BIGINT UNSIGNED","N/A","N/A","YES","N/A","NO","YES","user_profiles","id","P0_CORE","APPROVED","FK user_profiles.id; set null if user profile is removed"
"dataset_validation_results","created_at","TIMESTAMP","N/A","N/A","NO","CURRENT_TIMESTAMP","NO","NO","N/A","N/A","P0_CORE","APPROVED","NOT NULL; valid timestamp"
"dataset_validation_results","created_by","BIGINT UNSIGNED","N/A","N/A","YES","N/A","NO","YES","user_profiles","id","P0_CORE","APPROVED","FK user_profiles.id; FOREIGN KEY to user_profiles.id"
"dataset_validation_results","updated_at","TIMESTAMP","N/A","N/A","YES","CURRENT_TIMESTAMP ON UPDATE CURRENT_TIMESTAMP","NO","NO","N/A","N/A","P0_CORE","APPROVED","valid timestamp"
"dataset_validation_results","updated_by","BIGINT UNSIGNED","N/A","N/A","YES","N/A","NO","YES","user_profiles","id","P0_CORE","APPROVED","FK user_profiles.id; FOREIGN KEY to user_profiles.id"
"dataset_validation_results","deleted_at","TIMESTAMP","N/A","N/A","YES","N/A","NO","NO","N/A","N/A","P0_CORE","APPROVED","valid timestamp"
"dataset_validation_results","deleted_by","BIGINT UNSIGNED","N/A","N/A","YES","N/A","NO","YES","user_profiles","id","P0_CORE","APPROVED","FK user_profiles.id; FOREIGN KEY to user_profiles.id"
"dataset_validation_results","context_json","JSON","N/A","N/A","YES","N/A","NO","NO","N/A","N/A","P0_CORE","APPROVED","JSON_VALID"
"dataset_validation_results","dataset_field_id","BIGINT UNSIGNED","N/A","N/A","YES","N/A","NO","YES","dataset_fields","id","P0_CORE","APPROVED","FK dataset_fields.id; FOREIGN KEY to dataset_fields.id"
"dataset_validation_results","dataset_id","BIGINT UNSIGNED","N/A","N/A","NO","N/A","NO","YES","datasets","id","P0_CORE","APPROVED","NOT NULL; FK datasets.id; FOREIGN KEY to datasets.id"
"dataset_validation_results","finding_type","VARCHAR","80","N/A","NO","N/A","NO","NO","N/A","N/A","P0_CORE","APPROVED","NOT NULL"
"dataset_validation_results","message","TEXT","N/A","N/A","NO","N/A","NO","NO","N/A","N/A","P0_CORE","APPROVED","NOT NULL"
"dataset_validation_results","row_number","BIGINT","N/A","N/A","YES","N/A","NO","NO","N/A","N/A","P0_CORE","APPROVED","N/A"
"dataset_refresh_jobs","id","BIGINT UNSIGNED","N/A","N/A","NO","N/A","YES","NO","N/A","N/A","P1_PRODUCTION_EXTENSION","APPROVED_DEFERRED","NOT NULL; PRIMARY KEY"
"dataset_refresh_jobs","organization_id","BIGINT UNSIGNED","N/A","N/A","NO","N/A","NO","YES","organizations","id","P1_PRODUCTION_EXTENSION","APPROVED_DEFERRED","NOT NULL; FK organizations.id; FOREIGN KEY to organizations.id"
"dataset_refresh_jobs","description","TEXT","N/A","N/A","YES","N/A","NO","NO","N/A","N/A","P1_PRODUCTION_EXTENSION","APPROVED_DEFERRED","N/A"
"dataset_refresh_jobs","status","VARCHAR","40","N/A","NO","queued","NO","NO","N/A","N/A","P1_PRODUCTION_EXTENSION","APPROVED_DEFERRED","NOT NULL; ENUM/CHECK; ENUM/CHECK job_status"
"dataset_refresh_jobs","status_changed_at","DATETIME","N/A","N/A","YES","N/A","NO","NO","N/A","N/A","P1_PRODUCTION_EXTENSION","APPROVED_DEFERRED","Required by service when status is changed"
"dataset_refresh_jobs","status_changed_by","BIGINT UNSIGNED","N/A","N/A","YES","N/A","NO","YES","user_profiles","id","P1_PRODUCTION_EXTENSION","APPROVED_DEFERRED","FK user_profiles.id; set null if user profile is removed"
"dataset_refresh_jobs","created_at","TIMESTAMP","N/A","N/A","NO","CURRENT_TIMESTAMP","NO","NO","N/A","N/A","P1_PRODUCTION_EXTENSION","APPROVED_DEFERRED","NOT NULL; valid timestamp"
"dataset_refresh_jobs","created_by","BIGINT UNSIGNED","N/A","N/A","YES","N/A","NO","YES","user_profiles","id","P1_PRODUCTION_EXTENSION","APPROVED_DEFERRED","FK user_profiles.id; FOREIGN KEY to user_profiles.id"
"dataset_refresh_jobs","updated_at","TIMESTAMP","N/A","N/A","YES","CURRENT_TIMESTAMP ON UPDATE CURRENT_TIMESTAMP","NO","NO","N/A","N/A","P1_PRODUCTION_EXTENSION","APPROVED_DEFERRED","valid timestamp"
"dataset_refresh_jobs","updated_by","BIGINT UNSIGNED","N/A","N/A","YES","N/A","NO","YES","user_profiles","id","P1_PRODUCTION_EXTENSION","APPROVED_DEFERRED","FK user_profiles.id; FOREIGN KEY to user_profiles.id"
"dataset_refresh_jobs","deleted_at","TIMESTAMP","N/A","N/A","YES","N/A","NO","NO","N/A","N/A","P1_PRODUCTION_EXTENSION","APPROVED_DEFERRED","valid timestamp"
"dataset_refresh_jobs","deleted_by","BIGINT UNSIGNED","N/A","N/A","YES","N/A","NO","YES","user_profiles","id","P1_PRODUCTION_EXTENSION","APPROVED_DEFERRED","FK user_profiles.id; FOREIGN KEY to user_profiles.id"
"dataset_refresh_jobs","connection_id","BIGINT UNSIGNED","N/A","N/A","YES","N/A","NO","YES","data_source_connections","id","P1_PRODUCTION_EXTENSION","APPROVED_DEFERRED","FK data_source_connections.id; FOREIGN KEY to data_source_connections.id"
"dataset_refresh_jobs","dataset_id","BIGINT UNSIGNED","N/A","N/A","NO","N/A","NO","YES","datasets","id","P1_PRODUCTION_EXTENSION","APPROVED_DEFERRED","NOT NULL; FK datasets.id; FOREIGN KEY to datasets.id"
"dataset_refresh_jobs","error_message","TEXT","N/A","N/A","YES","N/A","NO","NO","N/A","N/A","P1_PRODUCTION_EXTENSION","APPROVED_DEFERRED","N/A"
"dataset_refresh_jobs","finished_at","DATETIME","N/A","N/A","YES","N/A","NO","NO","N/A","N/A","P1_PRODUCTION_EXTENSION","APPROVED_DEFERRED","valid timestamp"
"dataset_refresh_jobs","rows_failed","BIGINT","N/A","N/A","NO","0","NO","NO","N/A","N/A","P1_PRODUCTION_EXTENSION","APPROVED_DEFERRED","NOT NULL"
"dataset_refresh_jobs","rows_processed","BIGINT","N/A","N/A","NO","0","NO","NO","N/A","N/A","P1_PRODUCTION_EXTENSION","APPROVED_DEFERRED","NOT NULL"
"dataset_refresh_jobs","started_at","DATETIME","N/A","N/A","YES","N/A","NO","NO","N/A","N/A","P1_PRODUCTION_EXTENSION","APPROVED_DEFERRED","valid timestamp"
"dataset_lineage","id","BIGINT UNSIGNED","N/A","N/A","NO","N/A","YES","NO","N/A","N/A","P1_PRODUCTION_EXTENSION","APPROVED_DEFERRED","NOT NULL; PRIMARY KEY"
"dataset_lineage","organization_id","BIGINT UNSIGNED","N/A","N/A","NO","N/A","NO","YES","organizations","id","P1_PRODUCTION_EXTENSION","APPROVED_DEFERRED","NOT NULL; FK organizations.id; FOREIGN KEY to organizations.id"
"dataset_lineage","description","TEXT","N/A","N/A","YES","N/A","NO","NO","N/A","N/A","P1_PRODUCTION_EXTENSION","APPROVED_DEFERRED","N/A"
"dataset_lineage","status","VARCHAR","40","N/A","NO","active","NO","NO","N/A","N/A","P1_PRODUCTION_EXTENSION","APPROVED_DEFERRED","NOT NULL; ENUM/CHECK; ENUM/CHECK common_status"
"dataset_lineage","status_changed_at","DATETIME","N/A","N/A","YES","N/A","NO","NO","N/A","N/A","P1_PRODUCTION_EXTENSION","APPROVED_DEFERRED","Required by service when status is changed"
"dataset_lineage","status_changed_by","BIGINT UNSIGNED","N/A","N/A","YES","N/A","NO","YES","user_profiles","id","P1_PRODUCTION_EXTENSION","APPROVED_DEFERRED","FK user_profiles.id; set null if user profile is removed"
