"ConstraintID","TableName","ConstraintName","ConstraintType","Columns","Rule","ErrorHandling","SuggestedDDLOrNote"
"CON-00703","dataset_versions","fk_dataset_versions_updated_by","FOREIGN KEY","updated_by","Must reference user_profiles.id.","","FOREIGN KEY (`updated_by`) REFERENCES `user_profiles` (`id`)"
"CON-00704","dataset_versions","fk_dataset_versions_deleted_by","FOREIGN KEY","deleted_by","Must reference user_profiles.id.","","FOREIGN KEY (`deleted_by`) REFERENCES `user_profiles` (`id`)"
"CON-00705","dataset_versions","fk_dataset_versions_dataset_id","FOREIGN KEY","dataset_id","Must reference datasets.id.","","FOREIGN KEY (`dataset_id`) REFERENCES `datasets` (`id`)"
"CON-00706","dataset_versions","fk_dataset_versions_source_file_id","FOREIGN KEY","source_file_id","Must reference files.id.","","FOREIGN KEY (`source_file_id`) REFERENCES `files` (`id`)"
"CON-00707","dataset_versions","chk_dataset_versions_status","CHECK","status","Allowed values: draft, active, inactive, archived, deleted","","CHECK (`status` IN ('draft', 'active', 'inactive', 'archived', 'deleted'))"
"CON-00708","dataset_versions","chk_dataset_versions_metadata_json_json","JSON VALIDATION","metadata_json","JSON column must contain valid JSON.","","CHECK (JSON_VALID(`metadata_json`))"
"CON-00709","dataset_versions","chk_dataset_versions_schema_snapshot_json_json","JSON VALIDATION","schema_snapshot_json","JSON column must contain valid JSON.","","CHECK (JSON_VALID(`schema_snapshot_json`))"
"CON-00710","dataset_versions","chk_dataset_versions_column_count_nonneg","NUMERIC CHECK","column_count","Numeric business measures should be non-negative unless explicitly documented.","","CHECK (`column_count` IS NULL OR `column_count` >= 0)"
"CON-00711","dataset_versions","chk_dataset_versions_row_count_nonneg","NUMERIC CHECK","row_count","Numeric business measures should be non-negative unless explicitly documented.","","CHECK (`row_count` IS NULL OR `row_count` >= 0)"
"CON-00712","dataset_fields","pk_dataset_fields","PRIMARY KEY","id","Every table has a surrogate primary key.","","PRIMARY KEY (`id`)"
"CON-00713","dataset_fields","uk_dataset_fields_organization_id_dataset_id_field_name","UNIQUE","organization_id, dataset_id, field_name","Business key must be unique within its intended scope.","","UNIQUE KEY `uk_dataset_fields_organization_id_dataset_id_field_name` (`organization_id`, `dataset_id`, `field_name`)"
"CON-00714","dataset_fields","fk_dataset_fields_organization_id","FOREIGN KEY","organization_id","Must reference organizations.id.","","FOREIGN KEY (`organization_id`) REFERENCES `organizations` (`id`)"
"CON-00715","dataset_fields","fk_dataset_fields_status_changed_by","FOREIGN KEY","status_changed_by","Must reference user_profiles.id.","","FOREIGN KEY (`status_changed_by`) REFERENCES `user_profiles` (`id`)"
"CON-00716","dataset_fields","fk_dataset_fields_created_by","FOREIGN KEY","created_by","Must reference user_profiles.id.","","FOREIGN KEY (`created_by`) REFERENCES `user_profiles` (`id`)"
"CON-00717","dataset_fields","fk_dataset_fields_updated_by","FOREIGN KEY","updated_by","Must reference user_profiles.id.","","FOREIGN KEY (`updated_by`) REFERENCES `user_profiles` (`id`)"
"CON-00718","dataset_fields","fk_dataset_fields_deleted_by","FOREIGN KEY","deleted_by","Must reference user_profiles.id.","","FOREIGN KEY (`deleted_by`) REFERENCES `user_profiles` (`id`)"
"CON-00719","dataset_fields","fk_dataset_fields_dataset_id","FOREIGN KEY","dataset_id","Must reference datasets.id.","","FOREIGN KEY (`dataset_id`) REFERENCES `datasets` (`id`)"
"CON-00720","dataset_fields","chk_dataset_fields_status","CHECK","status","Allowed values: draft, active, inactive, archived, deleted","","CHECK (`status` IN ('draft', 'active', 'inactive', 'archived', 'deleted'))"
"CON-00721","dataset_fields","chk_dataset_fields_default_aggregation","CHECK","default_aggregation","Allowed values: None, Sum, Average, Min, Max, Count, Count Distinct, Median, First, Last","","CHECK (`default_aggregation` IN ('None', 'Sum', 'Average', 'Min', 'Max', 'Count', 'Count Distinct', 'Median', 'First', 'Last'))"
"CON-00722","dataset_fields","chk_dataset_fields_field_type","CHECK","field_type","Allowed values: date, number, text, boolean, currency, percentage, geography","","CHECK (`field_type` IN ('date', 'number', 'text', 'boolean', 'currency', 'percentage', 'geography'))"
"CON-00723","dataset_fields","chk_dataset_fields_semantic_type","CHECK","semantic_type","Allowed values: measure, dimension, date, identifier, geography, currency, percentage","","CHECK (`semantic_type` IN ('measure', 'dimension', 'date', 'identifier', 'geography', 'currency', 'percentage'))"
"CON-00724","dataset_fields","chk_dataset_fields_sample_values_json_json","JSON VALIDATION","sample_values_json","JSON column must contain valid JSON.","","CHECK (JSON_VALID(`sample_values_json`))"
"CON-00725","dataset_rows","pk_dataset_rows","PRIMARY KEY","id","Every table has a surrogate primary key.","","PRIMARY KEY (`id`)"
"CON-00726","dataset_rows","uk_dataset_rows_organization_id_dataset_id_dataset_version_i","UNIQUE","organization_id, dataset_id, dataset_version_id, row_number","Business key must be unique within its intended scope.","","UNIQUE KEY `uk_dataset_rows_organization_id_dataset_id_dataset_version_i` (`organization_id`, `dataset_id`, `dataset_version_id`, `row_number`)"
"CON-00727","dataset_rows","fk_dataset_rows_organization_id","FOREIGN KEY","organization_id","Must reference organizations.id.","","FOREIGN KEY (`organization_id`) REFERENCES `organizations` (`id`)"
"CON-00728","dataset_rows","fk_dataset_rows_status_changed_by","FOREIGN KEY","status_changed_by","Must reference user_profiles.id.","","FOREIGN KEY (`status_changed_by`) REFERENCES `user_profiles` (`id`)"
"CON-00729","dataset_rows","fk_dataset_rows_created_by","FOREIGN KEY","created_by","Must reference user_profiles.id.","","FOREIGN KEY (`created_by`) REFERENCES `user_profiles` (`id`)"
"CON-00730","dataset_rows","fk_dataset_rows_updated_by","FOREIGN KEY","updated_by","Must reference user_profiles.id.","","FOREIGN KEY (`updated_by`) REFERENCES `user_profiles` (`id`)"
"CON-00731","dataset_rows","fk_dataset_rows_dataset_id","FOREIGN KEY","dataset_id","Must reference datasets.id.","","FOREIGN KEY (`dataset_id`) REFERENCES `datasets` (`id`)"
"CON-00732","dataset_rows","fk_dataset_rows_dataset_version_id","FOREIGN KEY","dataset_version_id","Must reference dataset_versions.id.","","FOREIGN KEY (`dataset_version_id`) REFERENCES `dataset_versions` (`id`)"
"CON-00733","dataset_rows","chk_dataset_rows_status","CHECK","status","Allowed values: draft, active, inactive, archived, deleted","","CHECK (`status` IN ('draft', 'active', 'inactive', 'archived', 'deleted'))"
"CON-00734","dataset_rows","chk_dataset_rows_row_json_json","JSON VALIDATION","row_json","JSON column must contain valid JSON.","","CHECK (JSON_VALID(`row_json`))"
"CON-00735","dataset_statistics","pk_dataset_statistics","PRIMARY KEY","id","Every table has a surrogate primary key.","","PRIMARY KEY (`id`)"
"CON-00736","dataset_statistics","uk_dataset_statistics_organization_id_dataset_id_dataset_fie","UNIQUE","organization_id, dataset_id, dataset_field_id","Business key must be unique within its intended scope.","","UNIQUE KEY `uk_dataset_statistics_organization_id_dataset_id_dataset_fie` (`organization_id`, `dataset_id`, `dataset_field_id`)"
"CON-00737","dataset_statistics","fk_dataset_statistics_organization_id","FOREIGN KEY","organization_id","Must reference organizations.id.","","FOREIGN KEY (`organization_id`) REFERENCES `organizations` (`id`)"
"CON-00738","dataset_statistics","fk_dataset_statistics_status_changed_by","FOREIGN KEY","status_changed_by","Must reference user_profiles.id.","","FOREIGN KEY (`status_changed_by`) REFERENCES `user_profiles` (`id`)"
"CON-00739","dataset_statistics","fk_dataset_statistics_created_by","FOREIGN KEY","created_by","Must reference user_profiles.id.","","FOREIGN KEY (`created_by`) REFERENCES `user_profiles` (`id`)"
"CON-00740","dataset_statistics","fk_dataset_statistics_updated_by","FOREIGN KEY","updated_by","Must reference user_profiles.id.","","FOREIGN KEY (`updated_by`) REFERENCES `user_profiles` (`id`)"
"CON-00741","dataset_statistics","fk_dataset_statistics_deleted_by","FOREIGN KEY","deleted_by","Must reference user_profiles.id.","","FOREIGN KEY (`deleted_by`) REFERENCES `user_profiles` (`id`)"
"CON-00742","dataset_statistics","fk_dataset_statistics_dataset_field_id","FOREIGN KEY","dataset_field_id","Must reference dataset_fields.id.","","FOREIGN KEY (`dataset_field_id`) REFERENCES `dataset_fields` (`id`)"
"CON-00743","dataset_statistics","fk_dataset_statistics_dataset_id","FOREIGN KEY","dataset_id","Must reference datasets.id.","","FOREIGN KEY (`dataset_id`) REFERENCES `datasets` (`id`)"
"CON-00744","dataset_statistics","chk_dataset_statistics_status","CHECK","status","Allowed values: draft, active, inactive, archived, deleted","","CHECK (`status` IN ('draft', 'active', 'inactive', 'archived', 'deleted'))"
"CON-00745","dataset_statistics","chk_dataset_statistics_metadata_json_json","JSON VALIDATION","metadata_json","JSON column must contain valid JSON.","","CHECK (JSON_VALID(`metadata_json`))"
"CON-00746","dataset_statistics","chk_dataset_statistics_profile_json_json","JSON VALIDATION","profile_json","JSON column must contain valid JSON.","","CHECK (JSON_VALID(`profile_json`))"
"CON-00747","dataset_statistics","chk_dataset_statistics_non_empty_count_nonneg","NUMERIC CHECK","non_empty_count","Numeric business measures should be non-negative unless explicitly documented.","","CHECK (`non_empty_count` IS NULL OR `non_empty_count` >= 0)"
"CON-00748","dataset_statistics","chk_dataset_statistics_unique_count_nonneg","NUMERIC CHECK","unique_count","Numeric business measures should be non-negative unless explicitly documented.","","CHECK (`unique_count` IS NULL OR `unique_count` >= 0)"
"CON-00749","dataset_validation_results","pk_dataset_validation_results","PRIMARY KEY","id","Every table has a surrogate primary key.","","PRIMARY KEY (`id`)"
"CON-00750","dataset_validation_results","fk_dataset_validation_results_organization_id","FOREIGN KEY","organization_id","Must reference organizations.id.","","FOREIGN KEY (`organization_id`) REFERENCES `organizations` (`id`)"
"CON-00751","dataset_validation_results","fk_dataset_validation_results_status_changed_by","FOREIGN KEY","status_changed_by","Must reference user_profiles.id.","","FOREIGN KEY (`status_changed_by`) REFERENCES `user_profiles` (`id`)"
"CON-00752","dataset_validation_results","fk_dataset_validation_results_created_by","FOREIGN KEY","created_by","Must reference user_profiles.id.","","FOREIGN KEY (`created_by`) REFERENCES `user_profiles` (`id`)"
"CON-00753","dataset_validation_results","fk_dataset_validation_results_updated_by","FOREIGN KEY","updated_by","Must reference user_profiles.id.","","FOREIGN KEY (`updated_by`) REFERENCES `user_profiles` (`id`)"
"CON-00754","dataset_validation_results","fk_dataset_validation_results_deleted_by","FOREIGN KEY","deleted_by","Must reference user_profiles.id.","","FOREIGN KEY (`deleted_by`) REFERENCES `user_profiles` (`id`)"
"CON-00755","dataset_validation_results","fk_dataset_validation_results_dataset_field_id","FOREIGN KEY","dataset_field_id","Must reference dataset_fields.id.","","FOREIGN KEY (`dataset_field_id`) REFERENCES `dataset_fields` (`id`)"
"CON-00756","dataset_validation_results","fk_dataset_validation_results_dataset_id","FOREIGN KEY","dataset_id","Must reference datasets.id.","","FOREIGN KEY (`dataset_id`) REFERENCES `datasets` (`id`)"
"CON-00757","dataset_validation_results","chk_dataset_validation_results_status","CHECK","status","Allowed values: debug, info, notice, warning, error, critical","","CHECK (`status` IN ('debug', 'info', 'notice', 'warning', 'error', 'critical'))"
"CON-00758","dataset_validation_results","chk_dataset_validation_results_context_json_json","JSON VALIDATION","context_json","JSON column must contain valid JSON.","","CHECK (JSON_VALID(`context_json`))"
"CON-00759","dataset_refresh_jobs","pk_dataset_refresh_jobs","PRIMARY KEY","id","Every table has a surrogate primary key.","","PRIMARY KEY (`id`)"
"CON-00760","dataset_refresh_jobs","fk_dataset_refresh_jobs_organization_id","FOREIGN KEY","organization_id","Must reference organizations.id.","","FOREIGN KEY (`organization_id`) REFERENCES `organizations` (`id`)"
"CON-00761","dataset_refresh_jobs","fk_dataset_refresh_jobs_status_changed_by","FOREIGN KEY","status_changed_by","Must reference user_profiles.id.","","FOREIGN KEY (`status_changed_by`) REFERENCES `user_profiles` (`id`)"
"CON-00762","dataset_refresh_jobs","fk_dataset_refresh_jobs_created_by","FOREIGN KEY","created_by","Must reference user_profiles.id.","","FOREIGN KEY (`created_by`) REFERENCES `user_profiles` (`id`)"
"CON-00763","dataset_refresh_jobs","fk_dataset_refresh_jobs_updated_by","FOREIGN KEY","updated_by","Must reference user_profiles.id.","","FOREIGN KEY (`updated_by`) REFERENCES `user_profiles` (`id`)"
"CON-00764","dataset_refresh_jobs","fk_dataset_refresh_jobs_deleted_by","FOREIGN KEY","deleted_by","Must reference user_profiles.id.","","FOREIGN KEY (`deleted_by`) REFERENCES `user_profiles` (`id`)"
"CON-00765","dataset_refresh_jobs","fk_dataset_refresh_jobs_connection_id","FOREIGN KEY","connection_id","Must reference data_source_connections.id.","","FOREIGN KEY (`connection_id`) REFERENCES `data_source_connections` (`id`)"
"CON-00766","dataset_refresh_jobs","fk_dataset_refresh_jobs_dataset_id","FOREIGN KEY","dataset_id","Must reference datasets.id.","","FOREIGN KEY (`dataset_id`) REFERENCES `datasets` (`id`)"
"CON-00767","dataset_refresh_jobs","chk_dataset_refresh_jobs_status","CHECK","status","Allowed values: queued, running, success, failed, cancelled, partial","","CHECK (`status` IN ('queued', 'running', 'success', 'failed', 'cancelled', 'partial'))"
"CON-00768","dataset_lineage","pk_dataset_lineage","PRIMARY KEY","id","Every table has a surrogate primary key.","","PRIMARY KEY (`id`)"
"CON-00769","dataset_lineage","fk_dataset_lineage_organization_id","FOREIGN KEY","organization_id","Must reference organizations.id.","","FOREIGN KEY (`organization_id`) REFERENCES `organizations` (`id`)"
"CON-00770","dataset_lineage","fk_dataset_lineage_status_changed_by","FOREIGN KEY","status_changed_by","Must reference user_profiles.id.","","FOREIGN KEY (`status_changed_by`) REFERENCES `user_profiles` (`id`)"
"CON-00771","dataset_lineage","fk_dataset_lineage_created_by","FOREIGN KEY","created_by","Must reference user_profiles.id.","","FOREIGN KEY (`created_by`) REFERENCES `user_profiles` (`id`)"
"CON-00772","dataset_lineage","fk_dataset_lineage_updated_by","FOREIGN KEY","updated_by","Must reference user_profiles.id.","","FOREIGN KEY (`updated_by`) REFERENCES `user_profiles` (`id`)"
"CON-00773","dataset_lineage","fk_dataset_lineage_deleted_by","FOREIGN KEY","deleted_by","Must reference user_profiles.id.","","FOREIGN KEY (`deleted_by`) REFERENCES `user_profiles` (`id`)"
"CON-00774","dataset_lineage","chk_dataset_lineage_status","CHECK","status","Allowed values: draft, active, inactive, archived, deleted","","CHECK (`status` IN ('draft', 'active', 'inactive', 'archived', 'deleted'))"
"CON-00775","dataset_lineage","chk_dataset_lineage_transform_summary_json_json","JSON VALIDATION","transform_summary_json","JSON column must contain valid JSON.","","CHECK (JSON_VALID(`transform_summary_json`))"
"CON-00776","import_jobs","pk_import_jobs","PRIMARY KEY","id","Every table has a surrogate primary key.","","PRIMARY KEY (`id`)"
"CON-00777","import_jobs","fk_import_jobs_organization_id","FOREIGN KEY","organization_id","Must reference organizations.id.","","FOREIGN KEY (`organization_id`) REFERENCES `organizations` (`id`)"
"CON-00778","import_jobs","fk_import_jobs_branch_id","FOREIGN KEY","branch_id","Must reference branches.id.","","FOREIGN KEY (`branch_id`) REFERENCES `branches` (`id`)"
"CON-00779","import_jobs","fk_import_jobs_project_id","FOREIGN KEY","project_id","Must reference bi_projects.id.","","FOREIGN KEY (`project_id`) REFERENCES `bi_projects` (`id`)"
"CON-00780","import_jobs","fk_import_jobs_status_changed_by","FOREIGN KEY","status_changed_by","Must reference user_profiles.id.","","FOREIGN KEY (`status_changed_by`) REFERENCES `user_profiles` (`id`)"
"CON-00781","import_jobs","fk_import_jobs_created_by","FOREIGN KEY","created_by","Must reference user_profiles.id.","","FOREIGN KEY (`created_by`) REFERENCES `user_profiles` (`id`)"
"CON-00782","import_jobs","fk_import_jobs_updated_by","FOREIGN KEY","updated_by","Must reference user_profiles.id.","","FOREIGN KEY (`updated_by`) REFERENCES `user_profiles` (`id`)"
"CON-00783","import_jobs","fk_import_jobs_deleted_by","FOREIGN KEY","deleted_by","Must reference user_profiles.id.","","FOREIGN KEY (`deleted_by`) REFERENCES `user_profiles` (`id`)"
"CON-00784","import_jobs","fk_import_jobs_dataset_id","FOREIGN KEY","dataset_id","Must reference datasets.id.","","FOREIGN KEY (`dataset_id`) REFERENCES `datasets` (`id`)"
"CON-00785","import_jobs","fk_import_jobs_source_file_id","FOREIGN KEY","source_file_id","Must reference files.id.","","FOREIGN KEY (`source_file_id`) REFERENCES `files` (`id`)"
"CON-00786","import_jobs","chk_import_jobs_status","CHECK","status","Allowed values: queued, running, success, failed, cancelled, partial","","CHECK (`status` IN ('queued', 'running', 'success', 'failed', 'cancelled', 'partial'))"
"CON-00787","import_job_rows","pk_import_job_rows","PRIMARY KEY","id","Every table has a surrogate primary key.","","PRIMARY KEY (`id`)"
"CON-00788","import_job_rows","uk_import_job_rows_organization_id_import_job_id_row_number","UNIQUE","organization_id, import_job_id, row_number","Business key must be unique within its intended scope.","","UNIQUE KEY `uk_import_job_rows_organization_id_import_job_id_row_number` (`organization_id`, `import_job_id`, `row_number`)"
"CON-00789","import_job_rows","fk_import_job_rows_organization_id","FOREIGN KEY","organization_id","Must reference organizations.id.","","FOREIGN KEY (`organization_id`) REFERENCES `organizations` (`id`)"
"CON-00790","import_job_rows","fk_import_job_rows_status_changed_by","FOREIGN KEY","status_changed_by","Must reference user_profiles.id.","","FOREIGN KEY (`status_changed_by`) REFERENCES `user_profiles` (`id`)"
"CON-00791","import_job_rows","fk_import_job_rows_created_by","FOREIGN KEY","created_by","Must reference user_profiles.id.","","FOREIGN KEY (`created_by`) REFERENCES `user_profiles` (`id`)"
"CON-00792","import_job_rows","fk_import_job_rows_updated_by","FOREIGN KEY","updated_by","Must reference user_profiles.id.","","FOREIGN KEY (`updated_by`) REFERENCES `user_profiles` (`id`)"
"CON-00793","import_job_rows","fk_import_job_rows_import_job_id","FOREIGN KEY","import_job_id","Must reference import_jobs.id.","","FOREIGN KEY (`import_job_id`) REFERENCES `import_jobs` (`id`)"
"CON-00794","import_job_rows","chk_import_job_rows_status","CHECK","status","Allowed values: queued, running, success, failed, cancelled, partial","","CHECK (`status` IN ('queued', 'running', 'success', 'failed', 'cancelled', 'partial'))"
"CON-00795","import_job_rows","chk_import_job_rows_parsed_row_json_json","JSON VALIDATION","parsed_row_json","JSON column must contain valid JSON.","","CHECK (JSON_VALID(`parsed_row_json`))"
"CON-00796","import_job_rows","chk_import_job_rows_raw_row_json_json","JSON VALIDATION","raw_row_json","JSON column must contain valid JSON.","","CHECK (JSON_VALID(`raw_row_json`))"
"CON-00797","import_errors","pk_import_errors","PRIMARY KEY","id","Every table has a surrogate primary key.","","PRIMARY KEY (`id`)"
"CON-00798","import_errors","fk_import_errors_organization_id","FOREIGN KEY","organization_id","Must reference organizations.id.","","FOREIGN KEY (`organization_id`) REFERENCES `organizations` (`id`)"
"CON-00799","import_errors","fk_import_errors_status_changed_by","FOREIGN KEY","status_changed_by","Must reference user_profiles.id.","","FOREIGN KEY (`status_changed_by`) REFERENCES `user_profiles` (`id`)"
"CON-00800","import_errors","fk_import_errors_created_by","FOREIGN KEY","created_by","Must reference user_profiles.id.","","FOREIGN KEY (`created_by`) REFERENCES `user_profiles` (`id`)"
"CON-00801","import_errors","fk_import_errors_updated_by","FOREIGN KEY","updated_by","Must reference user_profiles.id.","","FOREIGN KEY (`updated_by`) REFERENCES `user_profiles` (`id`)"
"CON-00802","import_errors","fk_import_errors_import_job_id","FOREIGN KEY","import_job_id","Must reference import_jobs.id.","","FOREIGN KEY (`import_job_id`) REFERENCES `import_jobs` (`id`)"
"CON-00803","import_errors","fk_import_errors_import_job_row_id","FOREIGN KEY","import_job_row_id","Must reference import_job_rows.id.","","FOREIGN KEY (`import_job_row_id`) REFERENCES `import_job_rows` (`id`)"
"CON-00804","import_errors","chk_import_errors_status","CHECK","status","Allowed values: debug, info, notice, warning, error, critical","","CHECK (`status` IN ('debug', 'info', 'notice', 'warning', 'error', 'critical'))"
"CON-00805","import_errors","chk_import_errors_context_json_json","JSON VALIDATION","context_json","JSON column must contain valid JSON.","","CHECK (JSON_VALID(`context_json`))"
"CON-00806","sql_queries","pk_sql_queries","PRIMARY KEY","id","Every table has a surrogate primary key.","","PRIMARY KEY (`id`)"
"CON-00807","sql_queries","fk_sql_queries_organization_id","FOREIGN KEY","organization_id","Must reference organizations.id.","","FOREIGN KEY (`organization_id`) REFERENCES `organizations` (`id`)"
"CON-00808","sql_queries","fk_sql_queries_branch_id","FOREIGN KEY","branch_id","Must reference branches.id.","","FOREIGN KEY (`branch_id`) REFERENCES `branches` (`id`)"
"CON-00809","sql_queries","fk_sql_queries_project_id","FOREIGN KEY","project_id","Must reference bi_projects.id.","","FOREIGN KEY (`project_id`) REFERENCES `bi_projects` (`id`)"
"CON-00810","sql_queries","fk_sql_queries_status_changed_by","FOREIGN KEY","status_changed_by","Must reference user_profiles.id.","","FOREIGN KEY (`status_changed_by`) REFERENCES `user_profiles` (`id`)"
"CON-00811","sql_queries","fk_sql_queries_created_by","FOREIGN KEY","created_by","Must reference user_profiles.id.","","FOREIGN KEY (`created_by`) REFERENCES `user_profiles` (`id`)"
"CON-00812","sql_queries","fk_sql_queries_updated_by","FOREIGN KEY","updated_by","Must reference user_profiles.id.","","FOREIGN KEY (`updated_by`) REFERENCES `user_profiles` (`id`)"
"CON-00813","sql_queries","fk_sql_queries_deleted_by","FOREIGN KEY","deleted_by","Must reference user_profiles.id.","","FOREIGN KEY (`deleted_by`) REFERENCES `user_profiles` (`id`)"
"CON-00814","sql_queries","fk_sql_queries_connection_id","FOREIGN KEY","connection_id","Must reference data_source_connections.id.","","FOREIGN KEY (`connection_id`) REFERENCES `data_source_connections` (`id`)"
"CON-00815","sql_queries","fk_sql_queries_dataset_id","FOREIGN KEY","dataset_id","Must reference datasets.id.","","FOREIGN KEY (`dataset_id`) REFERENCES `datasets` (`id`)"
"CON-00816","sql_queries","chk_sql_queries_status","CHECK","status","Allowed values: draft, active, inactive, archived, deleted","","CHECK (`status` IN ('draft', 'active', 'inactive', 'archived', 'deleted'))"
"CON-00817","sql_queries","chk_sql_queries_metadata_json_json","JSON VALIDATION","metadata_json","JSON column must contain valid JSON.","","CHECK (JSON_VALID(`metadata_json`))"
"CON-00818","sql_query_versions","pk_sql_query_versions","PRIMARY KEY","id","Every table has a surrogate primary key.","","PRIMARY KEY (`id`)"
"CON-00819","sql_query_versions","uk_sql_query_versions_organization_id_sql_query_id_version_n","UNIQUE","organization_id, sql_query_id, version_no","Business key must be unique within its intended scope.","","UNIQUE KEY `uk_sql_query_versions_organization_id_sql_query_id_version_n` (`organization_id`, `sql_query_id`, `version_no`)"
"CON-00820","sql_query_versions","fk_sql_query_versions_organization_id","FOREIGN KEY","organization_id","Must reference organizations.id.","","FOREIGN KEY (`organization_id`) REFERENCES `organizations` (`id`)"
"CON-00821","sql_query_versions","fk_sql_query_versions_created_by","FOREIGN KEY","created_by","Must reference user_profiles.id.","","FOREIGN KEY (`created_by`) REFERENCES `user_profiles` (`id`)"
"CON-00822","sql_query_versions","fk_sql_query_versions_updated_by","FOREIGN KEY","updated_by","Must reference user_profiles.id.","","FOREIGN KEY (`updated_by`) REFERENCES `user_profiles` (`id`)"
"CON-00823","sql_query_versions","fk_sql_query_versions_sql_query_id","FOREIGN KEY","sql_query_id","Must reference sql_queries.id.","","FOREIGN KEY (`sql_query_id`) REFERENCES `sql_queries` (`id`)"
"CON-00824","sql_query_runs","pk_sql_query_runs","PRIMARY KEY","id","Every table has a surrogate primary key.","","PRIMARY KEY (`id`)"
"CON-00825","sql_query_runs","fk_sql_query_runs_organization_id","FOREIGN KEY","organization_id","Must reference organizations.id.","","FOREIGN KEY (`organization_id`) REFERENCES `organizations` (`id`)"
"CON-00826","sql_query_runs","fk_sql_query_runs_status_changed_by","FOREIGN KEY","status_changed_by","Must reference user_profiles.id.","","FOREIGN KEY (`status_changed_by`) REFERENCES `user_profiles` (`id`)"
"CON-00827","sql_query_runs","fk_sql_query_runs_created_by","FOREIGN KEY","created_by","Must reference user_profiles.id.","","FOREIGN KEY (`created_by`) REFERENCES `user_profiles` (`id`)"
"CON-00828","sql_query_runs","fk_sql_query_runs_updated_by","FOREIGN KEY","updated_by","Must reference user_profiles.id.","","FOREIGN KEY (`updated_by`) REFERENCES `user_profiles` (`id`)"
"CON-00829","sql_query_runs","fk_sql_query_runs_connection_id","FOREIGN KEY","connection_id","Must reference data_source_connections.id.","","FOREIGN KEY (`connection_id`) REFERENCES `data_source_connections` (`id`)"
"CON-00830","sql_query_runs","fk_sql_query_runs_sql_query_id","FOREIGN KEY","sql_query_id","Must reference sql_queries.id.","","FOREIGN KEY (`sql_query_id`) REFERENCES `sql_queries` (`id`)"
"CON-00831","sql_query_runs","chk_sql_query_runs_status","CHECK","status","Allowed values: queued, running, success, failed, cancelled, partial","","CHECK (`status` IN ('queued', 'running', 'success', 'failed', 'cancelled', 'partial'))"
"CON-00832","sql_query_runs","chk_sql_query_runs_metadata_json_json","JSON VALIDATION","metadata_json","JSON column must contain valid JSON.","","CHECK (JSON_VALID(`metadata_json`))"
"CON-00833","sql_query_runs","chk_sql_query_runs_row_count_nonneg","NUMERIC CHECK","row_count","Numeric business measures should be non-negative unless explicitly documented.","","CHECK (`row_count` IS NULL OR `row_count` >= 0)"
"CON-00834","sql_query_results","pk_sql_query_results","PRIMARY KEY","id","Every table has a surrogate primary key.","","PRIMARY KEY (`id`)"
"CON-00835","sql_query_results","fk_sql_query_results_organization_id","FOREIGN KEY","organization_id","Must reference organizations.id.","","FOREIGN KEY (`organization_id`) REFERENCES `organizations` (`id`)"
"CON-00836","sql_query_results","fk_sql_query_results_created_by","FOREIGN KEY","created_by","Must reference user_profiles.id.","","FOREIGN KEY (`created_by`) REFERENCES `user_profiles` (`id`)"
"CON-00837","sql_query_results","fk_sql_query_results_updated_by","FOREIGN KEY","updated_by","Must reference user_profiles.id.","","FOREIGN KEY (`updated_by`) REFERENCES `user_profiles` (`id`)"
"CON-00838","sql_query_results","fk_sql_query_results_query_run_id","FOREIGN KEY","query_run_id","Must reference sql_query_runs.id.","","FOREIGN KEY (`query_run_id`) REFERENCES `sql_query_runs` (`id`)"
"CON-00839","sql_query_results","chk_sql_query_results_column_count_nonneg","NUMERIC CHECK","column_count","Numeric business measures should be non-negative unless explicitly documented.","","CHECK (`column_count` IS NULL OR `column_count` >= 0)"
"CON-00840","sql_query_results","chk_sql_query_results_row_count_nonneg","NUMERIC CHECK","row_count","Numeric business measures should be non-negative unless explicitly documented.","","CHECK (`row_count` IS NULL OR `row_count` >= 0)"
"CON-00841","sql_query_result_columns","pk_sql_query_result_columns","PRIMARY KEY","id","Every table has a surrogate primary key.","","PRIMARY KEY (`id`)"
"CON-00842","sql_query_result_columns","uk_sql_query_result_columns_organization_id_query_result_id_","UNIQUE","organization_id, query_result_id, column_name","Business key must be unique within its intended scope.","","UNIQUE KEY `uk_sql_query_result_columns_organization_id_query_result_id_` (`organization_id`, `query_result_id`, `column_name`)"
"CON-00843","sql_query_result_columns","fk_sql_query_result_columns_organization_id","FOREIGN KEY","organization_id","Must reference organizations.id.","","FOREIGN KEY (`organization_id`) REFERENCES `organizations` (`id`)"
"CON-00844","sql_query_result_columns","fk_sql_query_result_columns_status_changed_by","FOREIGN KEY","status_changed_by","Must reference user_profiles.id.","","FOREIGN KEY (`status_changed_by`) REFERENCES `user_profiles` (`id`)"
"CON-00845","sql_query_result_columns","fk_sql_query_result_columns_created_by","FOREIGN KEY","created_by","Must reference user_profiles.id.","","FOREIGN KEY (`created_by`) REFERENCES `user_profiles` (`id`)"
"CON-00846","sql_query_result_columns","fk_sql_query_result_columns_updated_by","FOREIGN KEY","updated_by","Must reference user_profiles.id.","","FOREIGN KEY (`updated_by`) REFERENCES `user_profiles` (`id`)"
