"TableName","IndexName","Columns","IndexType","Unique","Purpose","Priority","SuggestedDDL"
"data_source_secret_references","idx_data_source_secret_references_connection_id","connection_id","BTREE","NO","Foreign key lookup to data_source_connections.","required","KEY `idx_data_source_secret_references_connection_id` (`connection_id`)"
"data_source_secret_references","idx_data_source_secret_references_created_by","created_by","BTREE","NO","Foreign key lookup to user_profiles.","required","KEY `idx_data_source_secret_references_created_by` (`created_by`)"
"data_source_secret_references","idx_data_source_secret_references_deleted_by","deleted_by","BTREE","NO","Foreign key lookup to user_profiles.","required","KEY `idx_data_source_secret_references_deleted_by` (`deleted_by`)"
"data_source_secret_references","idx_data_source_secret_references_organization_id","organization_id","BTREE","NO","Foreign key lookup to organizations.","required","KEY `idx_data_source_secret_references_organization_id` (`organization_id`)"
"data_source_secret_references","idx_data_source_secret_references_status_changed_by","status_changed_by","BTREE","NO","Foreign key lookup to user_profiles.","required","KEY `idx_data_source_secret_references_status_changed_by` (`status_changed_by`)"
"data_source_secret_references","idx_data_source_secret_references_updated_by","updated_by","BTREE","NO","Foreign key lookup to user_profiles.","required","KEY `idx_data_source_secret_references_updated_by` (`updated_by`)"
"data_source_secret_references","pk_data_source_secret_references","id","BTREE","YES","Primary lookup and relationship target.","required","UNIQUE KEY `pk_data_source_secret_references` (`id`)"
"data_source_secret_references","uk_data_source_secret_references_organization_id_connection_","organization_id, connection_id, secret_purpose","BTREE","YES","Business uniqueness rule.","required","UNIQUE KEY `uk_data_source_secret_references_organization_id_connection_` (`organization_id`, `connection_id`, `secret_purpose`)"
"data_source_tables","idx_data_source_tables_created_by","created_by","BTREE","NO","Foreign key lookup to user_profiles.","required","KEY `idx_data_source_tables_created_by` (`created_by`)"
"data_source_tables","idx_data_source_tables_deleted_by","deleted_by","BTREE","NO","Foreign key lookup to user_profiles.","required","KEY `idx_data_source_tables_deleted_by` (`deleted_by`)"
"data_source_tables","idx_data_source_tables_organization_id","organization_id","BTREE","NO","Foreign key lookup to organizations.","required","KEY `idx_data_source_tables_organization_id` (`organization_id`)"
"data_source_tables","idx_data_source_tables_schema_id","schema_id","BTREE","NO","Foreign key lookup to data_source_schemas.","required","KEY `idx_data_source_tables_schema_id` (`schema_id`)"
"data_source_tables","idx_data_source_tables_status_changed_by","status_changed_by","BTREE","NO","Foreign key lookup to user_profiles.","required","KEY `idx_data_source_tables_status_changed_by` (`status_changed_by`)"
"data_source_tables","idx_data_source_tables_updated_by","updated_by","BTREE","NO","Foreign key lookup to user_profiles.","required","KEY `idx_data_source_tables_updated_by` (`updated_by`)"
"data_source_tables","pk_data_source_tables","id","BTREE","YES","Primary lookup and relationship target.","required","UNIQUE KEY `pk_data_source_tables` (`id`)"
"data_source_tables","uk_data_source_tables_organization_id_schema_id_table_name_o","organization_id, schema_id, table_name, object_type","BTREE","YES","Business uniqueness rule.","required","UNIQUE KEY `uk_data_source_tables_organization_id_schema_id_table_name_o` (`organization_id`, `schema_id`, `table_name`, `object_type`)"
"data_source_test_runs","idx_data_source_test_runs_connection_id","connection_id","BTREE","NO","Foreign key lookup to data_source_connections.","required","KEY `idx_data_source_test_runs_connection_id` (`connection_id`)"
"data_source_test_runs","idx_data_source_test_runs_created_by","created_by","BTREE","NO","Foreign key lookup to user_profiles.","required","KEY `idx_data_source_test_runs_created_by` (`created_by`)"
"data_source_test_runs","idx_data_source_test_runs_organization_id","organization_id","BTREE","NO","Foreign key lookup to organizations.","required","KEY `idx_data_source_test_runs_organization_id` (`organization_id`)"
"data_source_test_runs","idx_data_source_test_runs_status_changed_by","status_changed_by","BTREE","NO","Foreign key lookup to user_profiles.","required","KEY `idx_data_source_test_runs_status_changed_by` (`status_changed_by`)"
"data_source_test_runs","idx_data_source_test_runs_updated_by","updated_by","BTREE","NO","Foreign key lookup to user_profiles.","required","KEY `idx_data_source_test_runs_updated_by` (`updated_by`)"
"data_source_test_runs","pk_data_source_test_runs","id","BTREE","YES","Primary lookup and relationship target.","required","UNIQUE KEY `pk_data_source_test_runs` (`id`)"
"data_source_types","idx_data_source_types_created_by","created_by","BTREE","NO","Foreign key lookup to user_profiles.","required","KEY `idx_data_source_types_created_by` (`created_by`)"
"data_source_types","idx_data_source_types_deleted_by","deleted_by","BTREE","NO","Foreign key lookup to user_profiles.","required","KEY `idx_data_source_types_deleted_by` (`deleted_by`)"
"data_source_types","idx_data_source_types_status_changed_by","status_changed_by","BTREE","NO","Foreign key lookup to user_profiles.","required","KEY `idx_data_source_types_status_changed_by` (`status_changed_by`)"
"data_source_types","idx_data_source_types_updated_by","updated_by","BTREE","NO","Foreign key lookup to user_profiles.","required","KEY `idx_data_source_types_updated_by` (`updated_by`)"
"data_source_types","pk_data_source_types","id","BTREE","YES","Primary lookup and relationship target.","required","UNIQUE KEY `pk_data_source_types` (`id`)"
"data_source_types","uk_data_source_types_code","code","BTREE","YES","Global business code uniqueness.","required","UNIQUE KEY `uk_data_source_types_code` (`code`)"
"dataset_fields","idx_dataset_fields_created_by","created_by","BTREE","NO","Foreign key lookup to user_profiles.","required","KEY `idx_dataset_fields_created_by` (`created_by`)"
"dataset_fields","idx_dataset_fields_dataset_id","dataset_id","BTREE","NO","Foreign key lookup to datasets.","required","KEY `idx_dataset_fields_dataset_id` (`dataset_id`)"
"dataset_fields","idx_dataset_fields_deleted_by","deleted_by","BTREE","NO","Foreign key lookup to user_profiles.","required","KEY `idx_dataset_fields_deleted_by` (`deleted_by`)"
"dataset_fields","idx_dataset_fields_organization_id","organization_id","BTREE","NO","Foreign key lookup to organizations.","required","KEY `idx_dataset_fields_organization_id` (`organization_id`)"
"dataset_fields","idx_dataset_fields_status_changed_by","status_changed_by","BTREE","NO","Foreign key lookup to user_profiles.","required","KEY `idx_dataset_fields_status_changed_by` (`status_changed_by`)"
"dataset_fields","idx_dataset_fields_updated_by","updated_by","BTREE","NO","Foreign key lookup to user_profiles.","required","KEY `idx_dataset_fields_updated_by` (`updated_by`)"
"dataset_fields","pk_dataset_fields","id","BTREE","YES","Primary lookup and relationship target.","required","UNIQUE KEY `pk_dataset_fields` (`id`)"
"dataset_fields","uk_dataset_fields_organization_id_dataset_id_field_name","organization_id, dataset_id, field_name","BTREE","YES","Business uniqueness rule.","required","UNIQUE KEY `uk_dataset_fields_organization_id_dataset_id_field_name` (`organization_id`, `dataset_id`, `field_name`)"
"dataset_lineage","idx_dataset_lineage_created_by","created_by","BTREE","NO","Foreign key lookup to user_profiles.","required","KEY `idx_dataset_lineage_created_by` (`created_by`)"
"dataset_lineage","idx_dataset_lineage_deleted_by","deleted_by","BTREE","NO","Foreign key lookup to user_profiles.","required","KEY `idx_dataset_lineage_deleted_by` (`deleted_by`)"
"dataset_lineage","idx_dataset_lineage_organization_id","organization_id","BTREE","NO","Foreign key lookup to organizations.","required","KEY `idx_dataset_lineage_organization_id` (`organization_id`)"
"dataset_lineage","idx_dataset_lineage_source_entity_type_source_entity_id","organization_id, source_entity_type, source_entity_id","BTREE","NO","Polymorphic entity lookup.","required","KEY `idx_dataset_lineage_source_entity_type_source_entity_id` (`organization_id`, `source_entity_type`, `source_entity_id`)"
"dataset_lineage","idx_dataset_lineage_status_changed_by","status_changed_by","BTREE","NO","Foreign key lookup to user_profiles.","required","KEY `idx_dataset_lineage_status_changed_by` (`status_changed_by`)"
"dataset_lineage","idx_dataset_lineage_target_entity_type_target_entity_id","organization_id, target_entity_type, target_entity_id","BTREE","NO","Polymorphic entity lookup.","required","KEY `idx_dataset_lineage_target_entity_type_target_entity_id` (`organization_id`, `target_entity_type`, `target_entity_id`)"
"dataset_lineage","idx_dataset_lineage_updated_by","updated_by","BTREE","NO","Foreign key lookup to user_profiles.","required","KEY `idx_dataset_lineage_updated_by` (`updated_by`)"
"dataset_lineage","pk_dataset_lineage","id","BTREE","YES","Primary lookup and relationship target.","required","UNIQUE KEY `pk_dataset_lineage` (`id`)"
"dataset_refresh_jobs","idx_dataset_refresh_jobs_connection_id","connection_id","BTREE","NO","Foreign key lookup to data_source_connections.","required","KEY `idx_dataset_refresh_jobs_connection_id` (`connection_id`)"
"dataset_refresh_jobs","idx_dataset_refresh_jobs_created_by","created_by","BTREE","NO","Foreign key lookup to user_profiles.","required","KEY `idx_dataset_refresh_jobs_created_by` (`created_by`)"
"dataset_refresh_jobs","idx_dataset_refresh_jobs_dataset_id","dataset_id","BTREE","NO","Foreign key lookup to datasets.","required","KEY `idx_dataset_refresh_jobs_dataset_id` (`dataset_id`)"
"dataset_refresh_jobs","idx_dataset_refresh_jobs_deleted_by","deleted_by","BTREE","NO","Foreign key lookup to user_profiles.","required","KEY `idx_dataset_refresh_jobs_deleted_by` (`deleted_by`)"
"dataset_refresh_jobs","idx_dataset_refresh_jobs_organization_id","organization_id","BTREE","NO","Foreign key lookup to organizations.","required","KEY `idx_dataset_refresh_jobs_organization_id` (`organization_id`)"
"dataset_refresh_jobs","idx_dataset_refresh_jobs_status_changed_by","status_changed_by","BTREE","NO","Foreign key lookup to user_profiles.","required","KEY `idx_dataset_refresh_jobs_status_changed_by` (`status_changed_by`)"
"dataset_refresh_jobs","idx_dataset_refresh_jobs_updated_by","updated_by","BTREE","NO","Foreign key lookup to user_profiles.","required","KEY `idx_dataset_refresh_jobs_updated_by` (`updated_by`)"
"dataset_refresh_jobs","pk_dataset_refresh_jobs","id","BTREE","YES","Primary lookup and relationship target.","required","UNIQUE KEY `pk_dataset_refresh_jobs` (`id`)"
"dataset_rows","idx_dataset_rows_created_by","created_by","BTREE","NO","Foreign key lookup to user_profiles.","required","KEY `idx_dataset_rows_created_by` (`created_by`)"
"dataset_rows","idx_dataset_rows_dataset_id","dataset_id","BTREE","NO","Foreign key lookup to datasets.","required","KEY `idx_dataset_rows_dataset_id` (`dataset_id`)"
"dataset_rows","idx_dataset_rows_dataset_version_id","dataset_version_id","BTREE","NO","Foreign key lookup to dataset_versions.","required","KEY `idx_dataset_rows_dataset_version_id` (`dataset_version_id`)"
"dataset_rows","idx_dataset_rows_organization_id","organization_id","BTREE","NO","Foreign key lookup to organizations.","required","KEY `idx_dataset_rows_organization_id` (`organization_id`)"
"dataset_rows","idx_dataset_rows_status_changed_by","status_changed_by","BTREE","NO","Foreign key lookup to user_profiles.","required","KEY `idx_dataset_rows_status_changed_by` (`status_changed_by`)"
"dataset_rows","idx_dataset_rows_updated_by","updated_by","BTREE","NO","Foreign key lookup to user_profiles.","required","KEY `idx_dataset_rows_updated_by` (`updated_by`)"
"dataset_rows","pk_dataset_rows","id","BTREE","YES","Primary lookup and relationship target.","required","UNIQUE KEY `pk_dataset_rows` (`id`)"
"dataset_rows","uk_dataset_rows_organization_id_dataset_id_dataset_version_i","organization_id, dataset_id, dataset_version_id, row_number","BTREE","YES","Business uniqueness rule.","required","UNIQUE KEY `uk_dataset_rows_organization_id_dataset_id_dataset_version_i` (`organization_id`, `dataset_id`, `dataset_version_id`, `row_number`)"
"dataset_statistics","idx_dataset_statistics_created_by","created_by","BTREE","NO","Foreign key lookup to user_profiles.","required","KEY `idx_dataset_statistics_created_by` (`created_by`)"
"dataset_statistics","idx_dataset_statistics_dataset_field_id","dataset_field_id","BTREE","NO","Foreign key lookup to dataset_fields.","required","KEY `idx_dataset_statistics_dataset_field_id` (`dataset_field_id`)"
"dataset_statistics","idx_dataset_statistics_dataset_id","dataset_id","BTREE","NO","Foreign key lookup to datasets.","required","KEY `idx_dataset_statistics_dataset_id` (`dataset_id`)"
"dataset_statistics","idx_dataset_statistics_deleted_by","deleted_by","BTREE","NO","Foreign key lookup to user_profiles.","required","KEY `idx_dataset_statistics_deleted_by` (`deleted_by`)"
"dataset_statistics","idx_dataset_statistics_organization_id","organization_id","BTREE","NO","Foreign key lookup to organizations.","required","KEY `idx_dataset_statistics_organization_id` (`organization_id`)"
"dataset_statistics","idx_dataset_statistics_status_changed_by","status_changed_by","BTREE","NO","Foreign key lookup to user_profiles.","required","KEY `idx_dataset_statistics_status_changed_by` (`status_changed_by`)"
"dataset_statistics","idx_dataset_statistics_updated_by","updated_by","BTREE","NO","Foreign key lookup to user_profiles.","required","KEY `idx_dataset_statistics_updated_by` (`updated_by`)"
"dataset_statistics","pk_dataset_statistics","id","BTREE","YES","Primary lookup and relationship target.","required","UNIQUE KEY `pk_dataset_statistics` (`id`)"
"dataset_statistics","uk_dataset_statistics_organization_id_dataset_id_dataset_fie","organization_id, dataset_id, dataset_field_id","BTREE","YES","Business uniqueness rule.","required","UNIQUE KEY `uk_dataset_statistics_organization_id_dataset_id_dataset_fie` (`organization_id`, `dataset_id`, `dataset_field_id`)"
"dataset_validation_results","idx_dataset_validation_results_created_by","created_by","BTREE","NO","Foreign key lookup to user_profiles.","required","KEY `idx_dataset_validation_results_created_by` (`created_by`)"
"dataset_validation_results","idx_dataset_validation_results_dataset_field_id","dataset_field_id","BTREE","NO","Foreign key lookup to dataset_fields.","required","KEY `idx_dataset_validation_results_dataset_field_id` (`dataset_field_id`)"
"dataset_validation_results","idx_dataset_validation_results_dataset_id","dataset_id","BTREE","NO","Foreign key lookup to datasets.","required","KEY `idx_dataset_validation_results_dataset_id` (`dataset_id`)"
"dataset_validation_results","idx_dataset_validation_results_deleted_by","deleted_by","BTREE","NO","Foreign key lookup to user_profiles.","required","KEY `idx_dataset_validation_results_deleted_by` (`deleted_by`)"
"dataset_validation_results","idx_dataset_validation_results_organization_id","organization_id","BTREE","NO","Foreign key lookup to organizations.","required","KEY `idx_dataset_validation_results_organization_id` (`organization_id`)"
"dataset_validation_results","idx_dataset_validation_results_status_changed_by","status_changed_by","BTREE","NO","Foreign key lookup to user_profiles.","required","KEY `idx_dataset_validation_results_status_changed_by` (`status_changed_by`)"
"dataset_validation_results","idx_dataset_validation_results_updated_by","updated_by","BTREE","NO","Foreign key lookup to user_profiles.","required","KEY `idx_dataset_validation_results_updated_by` (`updated_by`)"
"dataset_validation_results","pk_dataset_validation_results","id","BTREE","YES","Primary lookup and relationship target.","required","UNIQUE KEY `pk_dataset_validation_results` (`id`)"
"dataset_versions","idx_dataset_versions_created_by","created_by","BTREE","NO","Foreign key lookup to user_profiles.","required","KEY `idx_dataset_versions_created_by` (`created_by`)"
"dataset_versions","idx_dataset_versions_dataset_id","dataset_id","BTREE","NO","Foreign key lookup to datasets.","required","KEY `idx_dataset_versions_dataset_id` (`dataset_id`)"
"dataset_versions","idx_dataset_versions_deleted_by","deleted_by","BTREE","NO","Foreign key lookup to user_profiles.","required","KEY `idx_dataset_versions_deleted_by` (`deleted_by`)"
"dataset_versions","idx_dataset_versions_organization_id","organization_id","BTREE","NO","Foreign key lookup to organizations.","required","KEY `idx_dataset_versions_organization_id` (`organization_id`)"
"dataset_versions","idx_dataset_versions_source_file_id","source_file_id","BTREE","NO","Foreign key lookup to files.","required","KEY `idx_dataset_versions_source_file_id` (`source_file_id`)"
"dataset_versions","idx_dataset_versions_status_changed_by","status_changed_by","BTREE","NO","Foreign key lookup to user_profiles.","required","KEY `idx_dataset_versions_status_changed_by` (`status_changed_by`)"
"dataset_versions","idx_dataset_versions_updated_by","updated_by","BTREE","NO","Foreign key lookup to user_profiles.","required","KEY `idx_dataset_versions_updated_by` (`updated_by`)"
"dataset_versions","pk_dataset_versions","id","BTREE","YES","Primary lookup and relationship target.","required","UNIQUE KEY `pk_dataset_versions` (`id`)"
"dataset_versions","uk_dataset_versions_organization_id_dataset_id_version_no","organization_id, dataset_id, version_no","BTREE","YES","Business uniqueness rule.","required","UNIQUE KEY `uk_dataset_versions_organization_id_dataset_id_version_no` (`organization_id`, `dataset_id`, `version_no`)"
"datasets","idx_datasets_org_branch","organization_id, branch_id","BTREE","NO","Tenant and branch scoped filtering.","recommended","KEY `idx_datasets_org_branch` (`organization_id`, `branch_id`)"
"datasets","idx_datasets_org_created","organization_id, created_at","BTREE","NO","Tenant timeline and retention filtering.","recommended","KEY `idx_datasets_org_created` (`organization_id`, `created_at`)"
"datasets","idx_datasets_org_status","organization_id, status","BTREE","NO","Tenant status filtering.","recommended","KEY `idx_datasets_org_status` (`organization_id`, `status`)"
"datasets","idx_datasets_branch_id","branch_id","BTREE","NO","Foreign key lookup to branches.","required","KEY `idx_datasets_branch_id` (`branch_id`)"
"datasets","idx_datasets_connection_id","connection_id","BTREE","NO","Foreign key lookup to data_source_connections.","required","KEY `idx_datasets_connection_id` (`connection_id`)"
"datasets","idx_datasets_created_by","created_by","BTREE","NO","Foreign key lookup to user_profiles.","required","KEY `idx_datasets_created_by` (`created_by`)"
"datasets","idx_datasets_deleted_by","deleted_by","BTREE","NO","Foreign key lookup to user_profiles.","required","KEY `idx_datasets_deleted_by` (`deleted_by`)"
"datasets","idx_datasets_organization_id","organization_id","BTREE","NO","Foreign key lookup to organizations.","required","KEY `idx_datasets_organization_id` (`organization_id`)"
"datasets","idx_datasets_project_id","project_id","BTREE","NO","Foreign key lookup to bi_projects.","required","KEY `idx_datasets_project_id` (`project_id`)"
"datasets","idx_datasets_status_changed_by","status_changed_by","BTREE","NO","Foreign key lookup to user_profiles.","required","KEY `idx_datasets_status_changed_by` (`status_changed_by`)"
"datasets","idx_datasets_updated_by","updated_by","BTREE","NO","Foreign key lookup to user_profiles.","required","KEY `idx_datasets_updated_by` (`updated_by`)"
"datasets","pk_datasets","id","BTREE","YES","Primary lookup and relationship target.","required","UNIQUE KEY `pk_datasets` (`id`)"
"datasets","uk_datasets_organization_id_project_id_name","organization_id, project_id, name","BTREE","YES","Business uniqueness rule.","required","UNIQUE KEY `uk_datasets_organization_id_project_id_name` (`organization_id`, `project_id`, `name`)"
"departments","idx_departments_branch_id","branch_id","BTREE","NO","Foreign key lookup to branches.","required","KEY `idx_departments_branch_id` (`branch_id`)"
"departments","idx_departments_created_by","created_by","BTREE","NO","Foreign key lookup to user_profiles.","required","KEY `idx_departments_created_by` (`created_by`)"
"departments","idx_departments_deleted_by","deleted_by","BTREE","NO","Foreign key lookup to user_profiles.","required","KEY `idx_departments_deleted_by` (`deleted_by`)"
"departments","idx_departments_organization_id","organization_id","BTREE","NO","Foreign key lookup to organizations.","required","KEY `idx_departments_organization_id` (`organization_id`)"
"departments","idx_departments_parent_department_id","parent_department_id","BTREE","NO","Foreign key lookup to departments.","required","KEY `idx_departments_parent_department_id` (`parent_department_id`)"
"departments","idx_departments_status_changed_by","status_changed_by","BTREE","NO","Foreign key lookup to user_profiles.","required","KEY `idx_departments_status_changed_by` (`status_changed_by`)"
"departments","idx_departments_updated_by","updated_by","BTREE","NO","Foreign key lookup to user_profiles.","required","KEY `idx_departments_updated_by` (`updated_by`)"
"departments","pk_departments","id","BTREE","YES","Primary lookup and relationship target.","required","UNIQUE KEY `pk_departments` (`id`)"
"departments","uk_departments_org_code","organization_id, code","BTREE","YES","Tenant-scoped business code uniqueness.","required","UNIQUE KEY `uk_departments_org_code` (`organization_id`, `code`)"
"embed_settings","idx_embed_settings_created_by","created_by","BTREE","NO","Foreign key lookup to user_profiles.","required","KEY `idx_embed_settings_created_by` (`created_by`)"
"embed_settings","idx_embed_settings_deleted_by","deleted_by","BTREE","NO","Foreign key lookup to user_profiles.","required","KEY `idx_embed_settings_deleted_by` (`deleted_by`)"
"embed_settings","idx_embed_settings_organization_id","organization_id","BTREE","NO","Foreign key lookup to organizations.","required","KEY `idx_embed_settings_organization_id` (`organization_id`)"
"embed_settings","idx_embed_settings_share_link_id","share_link_id","BTREE","NO","Foreign key lookup to dashboard_share_links.","required","KEY `idx_embed_settings_share_link_id` (`share_link_id`)"
"embed_settings","idx_embed_settings_status_changed_by","status_changed_by","BTREE","NO","Foreign key lookup to user_profiles.","required","KEY `idx_embed_settings_status_changed_by` (`status_changed_by`)"
"embed_settings","idx_embed_settings_updated_by","updated_by","BTREE","NO","Foreign key lookup to user_profiles.","required","KEY `idx_embed_settings_updated_by` (`updated_by`)"
"embed_settings","pk_embed_settings","id","BTREE","YES","Primary lookup and relationship target.","required","UNIQUE KEY `pk_embed_settings` (`id`)"
"embed_settings","uk_embed_settings_organization_id_share_link_id","organization_id, share_link_id","BTREE","YES","Business uniqueness rule.","required","UNIQUE KEY `uk_embed_settings_organization_id_share_link_id` (`organization_id`, `share_link_id`)"
"error_logs","idx_error_logs_created_by","created_by","BTREE","NO","Foreign key lookup to user_profiles.","required","KEY `idx_error_logs_created_by` (`created_by`)"
"error_logs","idx_error_logs_organization_id","organization_id","BTREE","NO","Foreign key lookup to organizations.","required","KEY `idx_error_logs_organization_id` (`organization_id`)"
"error_logs","idx_error_logs_status_changed_by","status_changed_by","BTREE","NO","Foreign key lookup to user_profiles.","required","KEY `idx_error_logs_status_changed_by` (`status_changed_by`)"
"error_logs","idx_error_logs_updated_by","updated_by","BTREE","NO","Foreign key lookup to user_profiles.","required","KEY `idx_error_logs_updated_by` (`updated_by`)"
"error_logs","pk_error_logs","id","BTREE","YES","Primary lookup and relationship target.","required","UNIQUE KEY `pk_error_logs` (`id`)"
"export_files","idx_export_files_created_by","created_by","BTREE","NO","Foreign key lookup to user_profiles.","required","KEY `idx_export_files_created_by` (`created_by`)"
"export_files","idx_export_files_deleted_by","deleted_by","BTREE","NO","Foreign key lookup to user_profiles.","required","KEY `idx_export_files_deleted_by` (`deleted_by`)"
"export_files","idx_export_files_export_job_id","export_job_id","BTREE","NO","Foreign key lookup to export_jobs.","required","KEY `idx_export_files_export_job_id` (`export_job_id`)"
"export_files","idx_export_files_file_id","file_id","BTREE","NO","Foreign key lookup to files.","required","KEY `idx_export_files_file_id` (`file_id`)"
"export_files","idx_export_files_organization_id","organization_id","BTREE","NO","Foreign key lookup to organizations.","required","KEY `idx_export_files_organization_id` (`organization_id`)"
"export_files","idx_export_files_status_changed_by","status_changed_by","BTREE","NO","Foreign key lookup to user_profiles.","required","KEY `idx_export_files_status_changed_by` (`status_changed_by`)"
"export_files","idx_export_files_updated_by","updated_by","BTREE","NO","Foreign key lookup to user_profiles.","required","KEY `idx_export_files_updated_by` (`updated_by`)"
"export_files","pk_export_files","id","BTREE","YES","Primary lookup and relationship target.","required","UNIQUE KEY `pk_export_files` (`id`)"
"export_files","uk_export_files_organization_id_export_job_id_file_id","organization_id, export_job_id, file_id","BTREE","YES","Business uniqueness rule.","required","UNIQUE KEY `uk_export_files_organization_id_export_job_id_file_id` (`organization_id`, `export_job_id`, `file_id`)"
"export_jobs","idx_export_jobs_org_branch","organization_id, branch_id","BTREE","NO","Tenant and branch scoped filtering.","recommended","KEY `idx_export_jobs_org_branch` (`organization_id`, `branch_id`)"
"export_jobs","idx_export_jobs_org_created","organization_id, created_at","BTREE","NO","Tenant timeline and retention filtering.","recommended","KEY `idx_export_jobs_org_created` (`organization_id`, `created_at`)"
"export_jobs","idx_export_jobs_org_status","organization_id, status","BTREE","NO","Tenant status filtering.","recommended","KEY `idx_export_jobs_org_status` (`organization_id`, `status`)"
"export_jobs","idx_export_jobs_branch_id","branch_id","BTREE","NO","Foreign key lookup to branches.","required","KEY `idx_export_jobs_branch_id` (`branch_id`)"
"export_jobs","idx_export_jobs_created_by","created_by","BTREE","NO","Foreign key lookup to user_profiles.","required","KEY `idx_export_jobs_created_by` (`created_by`)"
"export_jobs","idx_export_jobs_deleted_by","deleted_by","BTREE","NO","Foreign key lookup to user_profiles.","required","KEY `idx_export_jobs_deleted_by` (`deleted_by`)"
"export_jobs","idx_export_jobs_organization_id","organization_id","BTREE","NO","Foreign key lookup to organizations.","required","KEY `idx_export_jobs_organization_id` (`organization_id`)"
"export_jobs","idx_export_jobs_project_id","project_id","BTREE","NO","Foreign key lookup to bi_projects.","required","KEY `idx_export_jobs_project_id` (`project_id`)"
"export_jobs","idx_export_jobs_status_changed_by","status_changed_by","BTREE","NO","Foreign key lookup to user_profiles.","required","KEY `idx_export_jobs_status_changed_by` (`status_changed_by`)"
"export_jobs","idx_export_jobs_updated_by","updated_by","BTREE","NO","Foreign key lookup to user_profiles.","required","KEY `idx_export_jobs_updated_by` (`updated_by`)"
"export_jobs","pk_export_jobs","id","BTREE","YES","Primary lookup and relationship target.","required","UNIQUE KEY `pk_export_jobs` (`id`)"
"file_versions","idx_file_versions_created_by","created_by","BTREE","NO","Foreign key lookup to user_profiles.","required","KEY `idx_file_versions_created_by` (`created_by`)"
"file_versions","idx_file_versions_deleted_by","deleted_by","BTREE","NO","Foreign key lookup to user_profiles.","required","KEY `idx_file_versions_deleted_by` (`deleted_by`)"
"file_versions","idx_file_versions_file_id","file_id","BTREE","NO","Foreign key lookup to files.","required","KEY `idx_file_versions_file_id` (`file_id`)"
"file_versions","idx_file_versions_organization_id","organization_id","BTREE","NO","Foreign key lookup to organizations.","required","KEY `idx_file_versions_organization_id` (`organization_id`)"
"file_versions","idx_file_versions_status_changed_by","status_changed_by","BTREE","NO","Foreign key lookup to user_profiles.","required","KEY `idx_file_versions_status_changed_by` (`status_changed_by`)"
"file_versions","idx_file_versions_updated_by","updated_by","BTREE","NO","Foreign key lookup to user_profiles.","required","KEY `idx_file_versions_updated_by` (`updated_by`)"
"file_versions","pk_file_versions","id","BTREE","YES","Primary lookup and relationship target.","required","UNIQUE KEY `pk_file_versions` (`id`)"
"file_versions","uk_file_versions_organization_id_file_id_version_no","organization_id, file_id, version_no","BTREE","YES","Business uniqueness rule.","required","UNIQUE KEY `uk_file_versions_organization_id_file_id_version_no` (`organization_id`, `file_id`, `version_no`)"
"files","idx_files_org_branch","organization_id, branch_id","BTREE","NO","Tenant and branch scoped filtering.","recommended","KEY `idx_files_org_branch` (`organization_id`, `branch_id`)"
"files","idx_files_org_created","organization_id, created_at","BTREE","NO","Tenant timeline and retention filtering.","recommended","KEY `idx_files_org_created` (`organization_id`, `created_at`)"
"files","idx_files_org_status","organization_id, status","BTREE","NO","Tenant status filtering.","recommended","KEY `idx_files_org_status` (`organization_id`, `status`)"
"files","idx_files_branch_id","branch_id","BTREE","NO","Foreign key lookup to branches.","required","KEY `idx_files_branch_id` (`branch_id`)"
"files","idx_files_created_by","created_by","BTREE","NO","Foreign key lookup to user_profiles.","required","KEY `idx_files_created_by` (`created_by`)"
"files","idx_files_deleted_by","deleted_by","BTREE","NO","Foreign key lookup to user_profiles.","required","KEY `idx_files_deleted_by` (`deleted_by`)"
"files","idx_files_organization_id","organization_id","BTREE","NO","Foreign key lookup to organizations.","required","KEY `idx_files_organization_id` (`organization_id`)"
"files","idx_files_status_changed_by","status_changed_by","BTREE","NO","Foreign key lookup to user_profiles.","required","KEY `idx_files_status_changed_by` (`status_changed_by`)"
"files","idx_files_updated_by","updated_by","BTREE","NO","Foreign key lookup to user_profiles.","required","KEY `idx_files_updated_by` (`updated_by`)"
"files","idx_files_uploaded_by","uploaded_by","BTREE","NO","Foreign key lookup to user_profiles.","required","KEY `idx_files_uploaded_by` (`uploaded_by`)"
"files","pk_files","id","BTREE","YES","Primary lookup and relationship target.","required","UNIQUE KEY `pk_files` (`id`)"
"files","uk_files_organization_id_storage_provider_storage_key","organization_id, storage_provider, storage_key","BTREE","YES","Business uniqueness rule.","required","UNIQUE KEY `uk_files_organization_id_storage_provider_storage_key` (`organization_id`, `storage_provider`, `storage_key`)"
"import_errors","idx_import_errors_created_by","created_by","BTREE","NO","Foreign key lookup to user_profiles.","required","KEY `idx_import_errors_created_by` (`created_by`)"
"import_errors","idx_import_errors_import_job_id","import_job_id","BTREE","NO","Foreign key lookup to import_jobs.","required","KEY `idx_import_errors_import_job_id` (`import_job_id`)"
"import_errors","idx_import_errors_import_job_row_id","import_job_row_id","BTREE","NO","Foreign key lookup to import_job_rows.","required","KEY `idx_import_errors_import_job_row_id` (`import_job_row_id`)"
"import_errors","idx_import_errors_organization_id","organization_id","BTREE","NO","Foreign key lookup to organizations.","required","KEY `idx_import_errors_organization_id` (`organization_id`)"
