"RelationshipID","FromTable","FromColumn","ToTable","ToColumn","Required","OnUpdate","OnDelete","BusinessRule"
"REL-0550","export_files","updated_by","user_profiles","id","NO","CASCADE","SET NULL","Must reference an existing user_profiles record unless nullable."
"REL-0551","export_files","deleted_by","user_profiles","id","NO","CASCADE","SET NULL","Must reference an existing user_profiles record unless nullable."
"REL-0552","export_files","export_job_id","export_jobs","id","YES","CASCADE","RESTRICT","Must reference an existing export_jobs record unless nullable."
"REL-0553","export_files","file_id","files","id","YES","CASCADE","RESTRICT","Must reference an existing files record unless nullable."
"REL-0554","chart_exports","organization_id","organizations","id","YES","CASCADE","RESTRICT","Must reference an existing organizations record unless nullable."
"REL-0555","chart_exports","status_changed_by","user_profiles","id","NO","CASCADE","SET NULL","Status audit strategy Option A: อ้างผู้ใช้ภายนอกที่เปลี่ยนสถานะล่าสุด"
"REL-0556","chart_exports","created_by","user_profiles","id","NO","CASCADE","SET NULL","Must reference an existing user_profiles record unless nullable."
"REL-0557","chart_exports","updated_by","user_profiles","id","NO","CASCADE","SET NULL","Must reference an existing user_profiles record unless nullable."
"REL-0558","chart_exports","deleted_by","user_profiles","id","NO","CASCADE","SET NULL","Must reference an existing user_profiles record unless nullable."
"REL-0559","chart_exports","chart_id","charts","id","YES","CASCADE","RESTRICT","Must reference an existing charts record unless nullable."
"REL-0560","chart_exports","chart_version_id","chart_versions","id","NO","CASCADE","SET NULL","Must reference an existing chart_versions record unless nullable."
"REL-0561","chart_exports","export_job_id","export_jobs","id","YES","CASCADE","RESTRICT","Must reference an existing export_jobs record unless nullable."
"REL-0562","dashboard_exports","organization_id","organizations","id","YES","CASCADE","RESTRICT","Must reference an existing organizations record unless nullable."
"REL-0563","dashboard_exports","dashboard_id","bi_dashboards","id","YES","CASCADE","RESTRICT","Must reference an existing bi_dashboards record unless nullable."
"REL-0564","dashboard_exports","status_changed_by","user_profiles","id","NO","CASCADE","SET NULL","Status audit strategy Option A: อ้างผู้ใช้ภายนอกที่เปลี่ยนสถานะล่าสุด"
"REL-0565","dashboard_exports","created_by","user_profiles","id","NO","CASCADE","SET NULL","Must reference an existing user_profiles record unless nullable."
"REL-0566","dashboard_exports","updated_by","user_profiles","id","NO","CASCADE","SET NULL","Must reference an existing user_profiles record unless nullable."
"REL-0567","dashboard_exports","deleted_by","user_profiles","id","NO","CASCADE","SET NULL","Must reference an existing user_profiles record unless nullable."
"REL-0568","dashboard_exports","dashboard_version_id","dashboard_versions","id","NO","CASCADE","SET NULL","Must reference an existing dashboard_versions record unless nullable."
"REL-0569","dashboard_exports","export_job_id","export_jobs","id","YES","CASCADE","RESTRICT","Must reference an existing export_jobs record unless nullable."
"REL-0570","report_definitions","organization_id","organizations","id","YES","CASCADE","RESTRICT","Must reference an existing organizations record unless nullable."
"REL-0571","report_definitions","branch_id","branches","id","NO","CASCADE","SET NULL","ใช้เมื่อข้อมูลต้องถูกกรองหรือกำหนดสิทธิ์ตามสาขา หากว่างถือว่าเป็นระดับองค์กร"
"REL-0572","report_definitions","project_id","bi_projects","id","YES","CASCADE","RESTRICT","Must reference an existing bi_projects record unless nullable."
"REL-0573","report_definitions","dashboard_id","bi_dashboards","id","NO","CASCADE","SET NULL","Must reference an existing bi_dashboards record unless nullable."
"REL-0574","report_definitions","status_changed_by","user_profiles","id","NO","CASCADE","SET NULL","Status audit strategy Option A: อ้างผู้ใช้ภายนอกที่เปลี่ยนสถานะล่าสุด"
"REL-0575","report_definitions","created_by","user_profiles","id","NO","CASCADE","SET NULL","Must reference an existing user_profiles record unless nullable."
"REL-0576","report_definitions","updated_by","user_profiles","id","NO","CASCADE","SET NULL","Must reference an existing user_profiles record unless nullable."
"REL-0577","report_definitions","deleted_by","user_profiles","id","NO","CASCADE","SET NULL","Must reference an existing user_profiles record unless nullable."
"REL-0578","report_definitions","sql_query_id","sql_queries","id","NO","CASCADE","SET NULL","Must reference an existing sql_queries record unless nullable."
"REL-0579","report_parameters","organization_id","organizations","id","YES","CASCADE","RESTRICT","Must reference an existing organizations record unless nullable."
"REL-0580","report_parameters","status_changed_by","user_profiles","id","NO","CASCADE","SET NULL","Status audit strategy Option A: อ้างผู้ใช้ภายนอกที่เปลี่ยนสถานะล่าสุด"
"REL-0581","report_parameters","created_by","user_profiles","id","NO","CASCADE","SET NULL","Must reference an existing user_profiles record unless nullable."
"REL-0582","report_parameters","updated_by","user_profiles","id","NO","CASCADE","SET NULL","Must reference an existing user_profiles record unless nullable."
"REL-0583","report_parameters","deleted_by","user_profiles","id","NO","CASCADE","SET NULL","Must reference an existing user_profiles record unless nullable."
"REL-0584","report_parameters","report_definition_id","report_definitions","id","YES","CASCADE","RESTRICT","Must reference an existing report_definitions record unless nullable."
"REL-0585","report_runs","organization_id","organizations","id","YES","CASCADE","RESTRICT","Must reference an existing organizations record unless nullable."
"REL-0586","report_runs","status_changed_by","user_profiles","id","NO","CASCADE","SET NULL","Status audit strategy Option A: อ้างผู้ใช้ภายนอกที่เปลี่ยนสถานะล่าสุด"
"REL-0587","report_runs","created_by","user_profiles","id","NO","CASCADE","SET NULL","Must reference an existing user_profiles record unless nullable."
"REL-0588","report_runs","updated_by","user_profiles","id","NO","CASCADE","SET NULL","Must reference an existing user_profiles record unless nullable."
"REL-0589","report_runs","deleted_by","user_profiles","id","NO","CASCADE","SET NULL","Must reference an existing user_profiles record unless nullable."
"REL-0590","report_runs","report_definition_id","report_definitions","id","YES","CASCADE","RESTRICT","Must reference an existing report_definitions record unless nullable."
"REL-0591","report_exports","organization_id","organizations","id","YES","CASCADE","RESTRICT","Must reference an existing organizations record unless nullable."
"REL-0592","report_exports","status_changed_by","user_profiles","id","NO","CASCADE","SET NULL","Status audit strategy Option A: อ้างผู้ใช้ภายนอกที่เปลี่ยนสถานะล่าสุด"
"REL-0593","report_exports","created_by","user_profiles","id","NO","CASCADE","SET NULL","Must reference an existing user_profiles record unless nullable."
"REL-0594","report_exports","updated_by","user_profiles","id","NO","CASCADE","SET NULL","Must reference an existing user_profiles record unless nullable."
"REL-0595","report_exports","deleted_by","user_profiles","id","NO","CASCADE","SET NULL","Must reference an existing user_profiles record unless nullable."
"REL-0596","report_exports","export_file_id","export_files","id","NO","CASCADE","SET NULL","Must reference an existing export_files record unless nullable."
"REL-0597","report_exports","file_id","files","id","NO","CASCADE","SET NULL","Must reference an existing files record unless nullable."
"REL-0598","report_exports","report_run_id","report_runs","id","YES","CASCADE","RESTRICT","Must reference an existing report_runs record unless nullable."
"REL-0599","user_preferences","organization_id","organizations","id","YES","CASCADE","RESTRICT","Must reference an existing organizations record unless nullable."
"REL-0600","user_preferences","status_changed_by","user_profiles","id","NO","CASCADE","SET NULL","Status audit strategy Option A: อ้างผู้ใช้ภายนอกที่เปลี่ยนสถานะล่าสุด"
"REL-0601","user_preferences","created_by","user_profiles","id","NO","CASCADE","SET NULL","Must reference an existing user_profiles record unless nullable."
"REL-0602","user_preferences","updated_by","user_profiles","id","NO","CASCADE","SET NULL","Must reference an existing user_profiles record unless nullable."
"REL-0603","user_preferences","deleted_by","user_profiles","id","NO","CASCADE","SET NULL","Must reference an existing user_profiles record unless nullable."
"REL-0604","user_preferences","user_id","user_profiles","id","YES","CASCADE","RESTRICT","Must reference an existing user_profiles record unless nullable."
"REL-0760","files","organization_id","organizations","id","YES","CASCADE","RESTRICT","Must reference an existing organizations record unless nullable."
"REL-0761","files","branch_id","branches","id","NO","CASCADE","SET NULL","ใช้เมื่อข้อมูลต้องถูกกรองหรือกำหนดสิทธิ์ตามสาขา หากว่างถือว่าเป็นระดับองค์กร"
"REL-0762","files","status_changed_by","user_profiles","id","NO","CASCADE","SET NULL","Status audit strategy Option A: อ้างผู้ใช้ภายนอกที่เปลี่ยนสถานะล่าสุด"
"REL-0763","files","created_by","user_profiles","id","NO","CASCADE","SET NULL","Must reference an existing user_profiles record unless nullable."
"REL-0764","files","updated_by","user_profiles","id","NO","CASCADE","SET NULL","Must reference an existing user_profiles record unless nullable."
"REL-0765","files","deleted_by","user_profiles","id","NO","CASCADE","SET NULL","Must reference an existing user_profiles record unless nullable."
"REL-0766","files","uploaded_by","user_profiles","id","NO","CASCADE","SET NULL","Must reference an existing user_profiles record unless nullable."
"REL-0767","file_versions","organization_id","organizations","id","YES","CASCADE","RESTRICT","Must reference an existing organizations record unless nullable."
"REL-0768","file_versions","status_changed_by","user_profiles","id","NO","CASCADE","SET NULL","Status audit strategy Option A: อ้างผู้ใช้ภายนอกที่เปลี่ยนสถานะล่าสุด"
"REL-0769","file_versions","created_by","user_profiles","id","NO","CASCADE","SET NULL","Must reference an existing user_profiles record unless nullable."
"REL-0770","file_versions","updated_by","user_profiles","id","NO","CASCADE","SET NULL","Must reference an existing user_profiles record unless nullable."
"REL-0771","file_versions","deleted_by","user_profiles","id","NO","CASCADE","SET NULL","Must reference an existing user_profiles record unless nullable."
"REL-0772","file_versions","file_id","files","id","YES","CASCADE","RESTRICT","Must reference an existing files record unless nullable."
"REL-0808","audit_logs","organization_id","organizations","id","YES","CASCADE","RESTRICT","Must reference an existing organizations record unless nullable."
"REL-0809","audit_logs","branch_id","branches","id","NO","CASCADE","SET NULL","ใช้เมื่อข้อมูลต้องถูกกรองหรือกำหนดสิทธิ์ตามสาขา หากว่างถือว่าเป็นระดับองค์กร"
"REL-0810","audit_logs","created_by","user_profiles","id","NO","CASCADE","SET NULL","Must reference an existing user_profiles record unless nullable."
"REL-0811","audit_logs","updated_by","user_profiles","id","NO","CASCADE","SET NULL","Must reference an existing user_profiles record unless nullable."
"REL-0812","audit_logs","actor_user_id","user_profiles","id","NO","CASCADE","SET NULL","Must reference an existing user_profiles record unless nullable."
"REL-0816","error_logs","organization_id","organizations","id","YES","CASCADE","RESTRICT","Must reference an existing organizations record unless nullable."
"REL-0817","error_logs","status_changed_by","user_profiles","id","NO","CASCADE","SET NULL","Status audit strategy Option A: อ้างผู้ใช้ภายนอกที่เปลี่ยนสถานะล่าสุด"
"REL-0818","error_logs","created_by","user_profiles","id","NO","CASCADE","SET NULL","Must reference an existing user_profiles record unless nullable."
"REL-0819","error_logs","updated_by","user_profiles","id","NO","CASCADE","SET NULL","Must reference an existing user_profiles record unless nullable."
"REL-0820","api_request_logs","organization_id","organizations","id","YES","CASCADE","RESTRICT","Must reference an existing organizations record unless nullable."
"REL-0821","api_request_logs","created_by","user_profiles","id","NO","CASCADE","SET NULL","Must reference an existing user_profiles record unless nullable."
"REL-0822","api_request_logs","updated_by","user_profiles","id","NO","CASCADE","SET NULL","Must reference an existing user_profiles record unless nullable."
"REL-0823","api_request_logs","user_id","user_profiles","id","NO","CASCADE","SET NULL","Must reference an existing user_profiles record unless nullable."
"REL-0828","retention_policies","organization_id","organizations","id","YES","CASCADE","RESTRICT","Must reference an existing organizations record unless nullable."
"REL-0829","retention_policies","status_changed_by","user_profiles","id","NO","CASCADE","SET NULL","Status audit strategy Option A: อ้างผู้ใช้ภายนอกที่เปลี่ยนสถานะล่าสุด"
"REL-0830","retention_policies","created_by","user_profiles","id","NO","CASCADE","SET NULL","Must reference an existing user_profiles record unless nullable."
"REL-0831","retention_policies","updated_by","user_profiles","id","NO","CASCADE","SET NULL","Must reference an existing user_profiles record unless nullable."
"REL-0832","retention_policies","deleted_by","user_profiles","id","NO","CASCADE","SET NULL","Must reference an existing user_profiles record unless nullable."
"REL-0876","data_quality_rules","organization_id","organizations","id","YES","CASCADE","RESTRICT","Must reference an existing organizations record unless nullable."
"REL-0877","data_quality_rules","status_changed_by","user_profiles","id","NO","CASCADE","SET NULL","Status audit strategy Option A: อ้างผู้ใช้ภายนอกที่เปลี่ยนสถานะล่าสุด"
"REL-0878","data_quality_rules","created_by","user_profiles","id","NO","CASCADE","SET NULL","Must reference an existing user_profiles record unless nullable."
"REL-0879","data_quality_rules","updated_by","user_profiles","id","NO","CASCADE","SET NULL","Must reference an existing user_profiles record unless nullable."
"REL-0880","data_quality_rules","deleted_by","user_profiles","id","NO","CASCADE","SET NULL","Must reference an existing user_profiles record unless nullable."
"REL-0881","data_quality_rule_assignments","organization_id","organizations","id","YES","CASCADE","RESTRICT","Must reference an existing organizations record unless nullable."
"REL-0882","data_quality_rule_assignments","status_changed_by","user_profiles","id","NO","CASCADE","SET NULL","Status audit strategy Option A: อ้างผู้ใช้ภายนอกที่เปลี่ยนสถานะล่าสุด"
"REL-0883","data_quality_rule_assignments","created_by","user_profiles","id","NO","CASCADE","SET NULL","Must reference an existing user_profiles record unless nullable."
"REL-0884","data_quality_rule_assignments","updated_by","user_profiles","id","NO","CASCADE","SET NULL","Must reference an existing user_profiles record unless nullable."
"REL-0885","data_quality_rule_assignments","deleted_by","user_profiles","id","NO","CASCADE","SET NULL","Must reference an existing user_profiles record unless nullable."
"REL-0886","data_quality_rule_assignments","rule_id","data_quality_rules","id","YES","CASCADE","RESTRICT","Must reference an existing data_quality_rules record unless nullable."
"REL-0887","data_quality_findings","organization_id","organizations","id","YES","CASCADE","RESTRICT","Must reference an existing organizations record unless nullable."
"REL-0888","data_quality_findings","status_changed_by","user_profiles","id","NO","CASCADE","SET NULL","Status audit strategy Option A: อ้างผู้ใช้ภายนอกที่เปลี่ยนสถานะล่าสุด"
"REL-0889","data_quality_findings","created_by","user_profiles","id","NO","CASCADE","SET NULL","Must reference an existing user_profiles record unless nullable."
"REL-0890","data_quality_findings","updated_by","user_profiles","id","NO","CASCADE","SET NULL","Must reference an existing user_profiles record unless nullable."
"REL-0891","data_quality_findings","deleted_by","user_profiles","id","NO","CASCADE","SET NULL","Must reference an existing user_profiles record unless nullable."
"REL-0892","data_quality_findings","rule_id","data_quality_rules","id","NO","CASCADE","SET NULL","Must reference an existing data_quality_rules record unless nullable."
"REL-0893","sensitivity_labels","organization_id","organizations","id","YES","CASCADE","RESTRICT","Must reference an existing organizations record unless nullable."
"REL-0894","sensitivity_labels","status_changed_by","user_profiles","id","NO","CASCADE","SET NULL","Status audit strategy Option A: อ้างผู้ใช้ภายนอกที่เปลี่ยนสถานะล่าสุด"
"REL-0895","sensitivity_labels","created_by","user_profiles","id","NO","CASCADE","SET NULL","Must reference an existing user_profiles record unless nullable."
"REL-0896","sensitivity_labels","updated_by","user_profiles","id","NO","CASCADE","SET NULL","Must reference an existing user_profiles record unless nullable."
"REL-0897","sensitivity_labels","deleted_by","user_profiles","id","NO","CASCADE","SET NULL","Must reference an existing user_profiles record unless nullable."
"REL-0898","sensitivity_label_assignments","organization_id","organizations","id","YES","CASCADE","RESTRICT","Must reference an existing organizations record unless nullable."
"REL-0899","sensitivity_label_assignments","status_changed_by","user_profiles","id","NO","CASCADE","SET NULL","Status audit strategy Option A: อ้างผู้ใช้ภายนอกที่เปลี่ยนสถานะล่าสุด"
"REL-0900","sensitivity_label_assignments","created_by","user_profiles","id","NO","CASCADE","SET NULL","Must reference an existing user_profiles record unless nullable."
"REL-0901","sensitivity_label_assignments","updated_by","user_profiles","id","NO","CASCADE","SET NULL","Must reference an existing user_profiles record unless nullable."
"REL-0902","sensitivity_label_assignments","deleted_by","user_profiles","id","NO","CASCADE","SET NULL","Must reference an existing user_profiles record unless nullable."
"REL-0903","sensitivity_label_assignments","sensitivity_label_id","sensitivity_labels","id","YES","CASCADE","RESTRICT","Must reference an existing sensitivity_labels record unless nullable."
"REL-0904","asset_certifications","organization_id","organizations","id","YES","CASCADE","RESTRICT","Must reference an existing organizations record unless nullable."
"REL-0905","asset_certifications","status_changed_by","user_profiles","id","NO","CASCADE","SET NULL","Status audit strategy Option A: อ้างผู้ใช้ภายนอกที่เปลี่ยนสถานะล่าสุด"
"REL-0906","asset_certifications","created_by","user_profiles","id","NO","CASCADE","SET NULL","Must reference an existing user_profiles record unless nullable."
"REL-0907","asset_certifications","updated_by","user_profiles","id","NO","CASCADE","SET NULL","Must reference an existing user_profiles record unless nullable."
"REL-0908","asset_certifications","deleted_by","user_profiles","id","NO","CASCADE","SET NULL","Must reference an existing user_profiles record unless nullable."
"REL-0909","asset_certifications","certified_by","user_profiles","id","NO","CASCADE","SET NULL","Must reference an existing user_profiles record unless nullable."
"REL-0915","webhook_endpoints","organization_id","organizations","id","YES","CASCADE","RESTRICT","Must reference an existing organizations record unless nullable."
"REL-0916","webhook_endpoints","status_changed_by","user_profiles","id","NO","CASCADE","SET NULL","Status audit strategy Option A: อ้างผู้ใช้ภายนอกที่เปลี่ยนสถานะล่าสุด"
"REL-0917","webhook_endpoints","created_by","user_profiles","id","NO","CASCADE","SET NULL","Must reference an existing user_profiles record unless nullable."
"REL-0918","webhook_endpoints","updated_by","user_profiles","id","NO","CASCADE","SET NULL","Must reference an existing user_profiles record unless nullable."
"REL-0919","webhook_endpoints","deleted_by","user_profiles","id","NO","CASCADE","SET NULL","Must reference an existing user_profiles record unless nullable."
"REL-0920","webhook_events","organization_id","organizations","id","YES","CASCADE","RESTRICT","Must reference an existing organizations record unless nullable."
"REL-0921","webhook_events","status_changed_by","user_profiles","id","NO","CASCADE","SET NULL","Status audit strategy Option A: อ้างผู้ใช้ภายนอกที่เปลี่ยนสถานะล่าสุด"
"REL-0922","webhook_events","created_by","user_profiles","id","NO","CASCADE","SET NULL","Must reference an existing user_profiles record unless nullable."
"REL-0923","webhook_events","updated_by","user_profiles","id","NO","CASCADE","SET NULL","Must reference an existing user_profiles record unless nullable."
"REL-0924","webhook_events","deleted_by","user_profiles","id","NO","CASCADE","SET NULL","Must reference an existing user_profiles record unless nullable."
"REL-0925","webhook_delivery_attempts","organization_id","organizations","id","YES","CASCADE","RESTRICT","Must reference an existing organizations record unless nullable."
"REL-0926","webhook_delivery_attempts","status_changed_by","user_profiles","id","NO","CASCADE","SET NULL","Status audit strategy Option A: อ้างผู้ใช้ภายนอกที่เปลี่ยนสถานะล่าสุด"
"REL-0927","webhook_delivery_attempts","created_by","user_profiles","id","NO","CASCADE","SET NULL","Must reference an existing user_profiles record unless nullable."
"REL-0928","webhook_delivery_attempts","updated_by","user_profiles","id","NO","CASCADE","SET NULL","Must reference an existing user_profiles record unless nullable."
"REL-0929","webhook_delivery_attempts","webhook_endpoint_id","webhook_endpoints","id","YES","CASCADE","RESTRICT","Must reference an existing webhook_endpoints record unless nullable."
"REL-0930","webhook_delivery_attempts","webhook_event_id","webhook_events","id","YES","CASCADE","RESTRICT","Must reference an existing webhook_events record unless nullable."
